Mass 0%h2o 5%h2o 10%h2o 15%h2o 20%h2o 25%h2o 30%h2o 35%h2o 40%h2o 45%h2o 50%h2o 55%h2o 60%h2o 65%h2o 70%h2o 75%h2o 80%h2o 85%h2o 90%h2o 95%h2o 100%h2o
0.5742999911308289 0.907800018787384 0.9363999962806702 0.9567999839782715 0.9750000238418579 0.9919999837875366 1.0077999830245972 1.0233999490737915 1.0384000539779663 1.0529999732971191 1.0671000480651855 1.0810999870300293 1.094499945640564 1.1080000400543213 1.121399998664856 1.1344000101089478 1.1473000049591064 1.1598999500274658 1.1723999977111816 1.1849000453948975 1.1972999572753906 1.2100000381469727
0.6155999898910522 0.9264000058174133 0.9556000232696533 0.9761999845504761 0.9947999715805054 1.0119999647140503 1.0281000137329102 1.0440000295639038 1.0592999458312988 1.0742000341415405 1.0884000062942505 1.1029000282287598 1.1167000532150269 1.1304999589920044 1.1440000534057617 1.157099962234497 1.170199990272522 1.1830999851226807 1.1957000494003296 1.2079999446868896 1.2209999561309814 1.2339999675750732
0.6597999930381775 0.9453999996185303 0.9750000238418579 0.9959999918937683 1.0148999691009521 1.0324000120162964 1.0490000247955322 1.0650999546051025 1.0807000398635864 1.0958000421524048 1.110200047492981 1.125 1.139299988746643 1.1533000469207764 1.1670000553131104 1.180400013923645 1.19350004196167 1.2070000171661377 1.2200000286102295 1.2319999933242798 1.2450000047683716 1.2580000162124634
0.707099974155426 0.9646999835968018 0.994700014591217 1.0161000490188599 1.0354000329971313 1.0530999898910522 1.070099949836731 1.0865999460220337 1.1023999452590942 1.117900013923645 1.132699966430664 1.1476999521255493 1.1621999740600586 1.1763999462127686 1.1902999877929688 1.2039999961853027 1.2170000076293945 1.2300000190734863 1.24399995803833 1.2569999694824219 1.2699999809265137 1.2829999923706055
0.7578999996185303 0.9843000173568726 1.014799952507019 1.0365999937057495 1.0562000274658203 1.0742000341415405 1.0916999578475952 1.1083999872207642 1.124500036239624 1.1404000520706177 1.1556999683380127 1.1708999872207642 1.1857000589370728 1.2000000476837158 1.2139999866485596 1.2280000448226929 1.2410000562667847 1.2549999952316284 1.2680000066757202 1.281000018119812 1.2940000295639038 1.3079999685287476
0.8123000264167786 1.0044000148773193 1.0354000329971313 1.0576000213623047 1.0774999856948853 1.0958000421524048 1.113700032234192 1.1305999755859375 1.1469000577926636 1.1632000207901 1.1790000200271606 1.1943999528884888 1.2089999914169312 1.2239999771118164 1.2380000352859497 1.2519999742507935 1.2660000324249268 1.2799999713897705 1.2929999828338623 1.305999994277954 1.3200000524520874 1.3329999446868896
0.8705999851226807 1.0247999429702759 1.0563000440597534 1.0788999795913696 1.0992000102996826 1.117900013923645 1.1361000537872314 1.1533000469207764 1.1700999736785889 1.1865999698638916 1.2029999494552612 1.218000054359436 1.2330000400543213 1.2480000257492065 1.2630000114440918 1.2769999504089355 1.2910000085830688 1.3049999475479126 1.3179999589920044 1.3320000171661377 1.3459999561309814 1.3589999675750732
0.9330000281333923 1.0456000566482544 1.0776000022888184 1.100600004196167 1.1210999488830566 1.1404000520706177 1.1588000059127808 1.1763999462127686 1.1936999559402466 1.2109999656677246 1.2269999980926514 1.2430000305175781 1.2580000162124634 1.2730000019073486 1.2879999876022339 1.3020000457763672 1.315999984741211 1.3300000429153442 1.343999981880188 1.3580000400543213 1.371999979019165 1.3860000371932983
1.0 1.0666999816894531 1.0993000268936157 1.1226999759674072 1.1434999704360962 1.1632000207901 1.1819000244140625 1.1998000144958496 1.218000054359436 1.2350000143051147 1.2510000467300415 1.2669999599456787 1.2829999923706055 1.2979999780654907 1.312999963760376 1.3279999494552612 1.3420000076293945 1.3559999465942383 1.3700000047683716 1.3839999437332153 1.3980000019073486 1.4119999408721924
1.0717999935150146 1.0882999897003174 1.121399998664856 1.1452000141143799 1.1663999557495117 1.1864999532699585 1.2059999704360962 1.2239999771118164 1.2419999837875366 1.2589999437332153 1.2760000228881836 1.2920000553131104 1.3079999685287476 1.3240000009536743 1.3389999866485596 1.3530000448226929 1.3680000305175781 1.3830000162124634 1.3969999551773071 1.4110000133514404 1.4249999523162842 1.440000057220459
1.1486999988555908 1.110200047492981 1.1439000368118286 1.1680999994277954 1.1897000074386597 1.2100000381469727 1.2300000190734863 1.2480000257492065 1.2669999599456787 1.284999966621399 1.3009999990463257 1.3179999589920044 1.3339999914169312 1.350000023841858 1.3650000095367432 1.3799999952316284 1.3949999809265137 1.409000039100647 1.4240000247955322 1.437999963760376 1.4529999494552612 1.4670000076293945
1.2309999465942383 1.1324000358581543 1.166700005531311 1.1913000345230103 1.2130000591278076 1.2339999675750732 1.253999948501587 1.2730000019073486 1.2920000553131104 1.309999942779541 1.3270000219345093 1.343999981880188 1.3600000143051147 1.3760000467300415 1.3910000324249268 1.406999945640564 1.4220000505447388 1.437000036239624 1.4509999752044678 1.465999960899353 1.4809999465942383 1.4950000047683716
1.3200000524520874 1.1550999879837036 1.1899000406265259 1.215000033378601 1.2380000352859497 1.2589999437332153 1.2790000438690186 1.2990000247955322 1.3179999589920044 1.3359999656677246 1.3530000448226929 1.3700000047683716 1.3869999647140503 1.402999997138977 1.4179999828338623 1.434000015258789 1.4490000009536743 1.4639999866485596 1.4789999723434448 1.49399995803833 1.5089999437332153 1.5240000486373901
1.4140000343322754 1.1782000064849854 1.2139999866485596 1.2389999628067017 1.2619999647140503 1.284000039100647 1.3040000200271606 1.3250000476837158 1.343999981880188 1.3619999885559082 1.3799999952316284 1.3969999551773071 1.4140000343322754 1.4299999475479126 1.4459999799728394 1.4620000123977661 1.4769999980926514 1.4930000305175781 1.5080000162124634 1.5230000019073486 1.5379999876022339 1.5529999732971191
1.5160000324249268 1.2020000219345093 1.2380000352859497 1.2640000581741333 1.2869999408721924 1.309000015258789 1.3300000429153442 1.3509999513626099 1.3700000047683716 1.3890000581741333 1.406999945640564 1.4240000247955322 1.440999984741211 1.4579999446868896 1.4739999771118164 1.4900000095367432 1.50600004196167 1.5210000276565552 1.5369999408721924 1.5520000457763672 1.5679999589920044 1.5829999446868896
1.625 1.225000023841858 1.2619999647140503 1.2879999876022339 1.312000036239624 1.3350000381469727 1.3569999933242798 1.3769999742507935 1.3969999551773071 1.4160000085830688 1.434000015258789 1.4520000219345093 1.468999981880188 1.4859999418258667 1.5019999742507935 1.5180000066757202 1.534999966621399 1.5499999523162842 1.565999984741211 1.5820000171661377 1.597000002861023 1.6130000352859497
1.7410000562667847 1.25 1.2869999408721924 1.3140000104904175 1.3380000591278076 1.3609999418258667 1.3839999437332153 1.4040000438690186 1.4240000247955322 1.4429999589920044 1.4620000123977661 1.4800000190734863 1.496999979019165 1.5140000581741333 1.531000018119812 1.5470000505447388 1.5640000104904175 1.5800000429153442 1.5959999561309814 1.6119999885559082 1.628000020980835 1.6440000534057617
1.8660000562667847 1.2740000486373901 1.312000036239624 1.3389999866485596 1.3639999628067017 1.3880000114440918 1.4110000133514404 1.4320000410079956 1.4520000219345093 1.4709999561309814 1.4900000095367432 1.5080000162124634 1.5260000228881836 1.5429999828338623 1.559999942779541 1.5770000219345093 1.593999981880188 1.6100000143051147 1.6260000467300415 1.6430000066757202 1.659000039100647 1.6749999523162842
2.0 1.2990000247955322 1.3380000591278076 1.3660000562667847 1.3910000324249268 1.4149999618530273 1.437999963760376 1.4600000381469727 1.4800000190734863 1.4989999532699585 1.5180000066757202 1.5369999408721924 1.5549999475479126 1.5729999542236328 1.590000033378601 1.6069999933242798 1.6239999532699585 1.6410000324249268 1.656999945640564 1.6740000247955322 1.690000057220459 1.7070000171661377
2.1440000534057617 1.3250000476837158 1.3639999628067017 1.3919999599456787 1.4179999828338623 1.4429999589920044 1.465999960899353 1.4880000352859497 1.5080000162124634 1.527999997138977 1.5479999780654907 1.565999984741211 1.5850000381469727 1.6030000448226929 1.6200000047683716 1.6380000114440918 1.6549999713897705 1.6720000505447388 1.6890000104904175 1.7059999704360962 1.722000002861023 1.7389999628067017
2.296999931335449 1.350000023841858 1.3899999856948853 1.4190000295639038 1.4459999799728394 1.4709999561309814 1.49399995803833 1.5160000324249268 1.5369999408721924 1.5570000410079956 1.5770000219345093 1.5959999561309814 1.6150000095367432 1.6330000162124634 1.6510000228881836 1.6690000295639038 1.6859999895095825 1.7039999961853027 1.7209999561309814 1.7380000352859497 1.7549999952316284 1.7719999551773071
2.4619998931884766 1.3760000467300415 1.4170000553131104 1.4470000267028809 1.4739999771118164 1.4989999532699585 1.5230000019073486 1.5449999570846558 1.565999984741211 1.5870000123977661 1.6069999933242798 1.6260000467300415 1.6449999809265137 1.6640000343322754 1.6820000410079956 1.7000000476837158 1.718000054359436 1.7359999418258667 1.753000020980835 1.7699999809265137 1.7879999876022339 1.8049999475479126
2.6389999389648438 1.402999997138977 1.444000005722046 1.4739999771118164 1.5019999742507935 1.527999997138977 1.5520000457763672 1.5750000476837158 1.5959999561309814 1.6169999837875366 1.6369999647140503 1.656999945640564 1.6759999990463257 1.6950000524520874 1.7139999866485596 1.7319999933242798 1.75 1.7680000066757202 1.7860000133514404 1.8040000200271606 1.8220000267028809 1.8389999866485596
2.828000068664551 1.4299999475479126 1.472000002861023 1.503000020980835 1.531000018119812 1.5570000410079956 1.5809999704360962 1.6039999723434448 1.6260000467300415 1.6469999551773071 1.6679999828338623 1.687999963760376 1.7079999446868896 1.7269999980926514 1.746000051498413 1.7649999856948853 1.7829999923706055 1.8020000457763672 1.8200000524520874 1.8380000591278076 1.8559999465942383 1.8739999532699585
3.0309998989105225 1.4570000171661377 1.5 1.531000018119812 1.559999942779541 1.5870000123977661 1.6109999418258667 1.6349999904632568 1.656999945640564 1.6779999732971191 1.6990000009536743 1.7200000286102295 1.7400000095367432 1.7589999437332153 1.7790000438690186 1.7979999780654907 1.8170000314712524 1.8350000381469727 1.8539999723434448 1.871999979019165 1.8910000324249268 1.909000039100647
3.249000072479248 1.4850000143051147 1.527999997138977 1.559999942779541 1.590000033378601 1.6169999837875366 1.6419999599456787 1.6649999618530273 1.687999963760376 1.7100000381469727 1.7309999465942383 1.7519999742507935 1.7719999551773071 1.7920000553131104 1.812000036239624 1.8309999704360962 1.8509999513626099 1.8700000047683716 1.8880000114440918 1.906999945640564 1.9259999990463257 1.944000005722046
3.4820001125335693 1.5130000114440918 1.5570000410079956 1.590000033378601 1.6200000047683716 1.6469999551773071 1.6720000505447388 1.6959999799728394 1.718999981880188 1.7419999837875366 1.7630000114440918 1.784000039100647 1.8049999475479126 1.8259999752044678 1.8459999561309814 1.8660000562667847 1.8849999904632568 1.9040000438690186 1.9240000247955322 1.9429999589920044 1.9620000123977661 1.9809999465942383
3.7320001125335693 1.5410000085830688 1.5859999656677246 1.6200000047683716 1.6510000228881836 1.6779999732971191 1.7039999961853027 1.7280000448226929 1.7510000467300415 1.7740000486373901 1.7960000038146973 1.8170000314712524 1.8389999866485596 1.8600000143051147 1.8799999952316284 1.899999976158142 1.9199999570846558 1.940000057220459 1.9589999914169312 1.9789999723434448 1.9980000257492065 2.0169999599456787
4.0 1.5700000524520874 1.6160000562667847 1.649999976158142 1.680999994277954 1.7089999914169312 1.7350000143051147 1.7599999904632568 1.784000039100647 1.8070000410079956 1.8289999961853027 1.8509999513626099 1.8730000257492065 1.8940000534057617 1.9149999618530273 1.934999942779541 1.9550000429153442 1.975000023841858 1.9950000047683716 2.015000104904175 2.0350000858306885 2.055000066757202
4.2870001792907715 1.5989999771118164 1.6460000276565552 1.680999994277954 1.7120000123977661 1.7410000562667847 1.7669999599456787 1.7920000553131104 1.815999984741211 1.840000033378601 1.8630000352859497 1.8849999904632568 1.906999945640564 1.9290000200271606 1.9500000476837158 1.9709999561309814 1.9910000562667847 2.01200008392334 2.0320000648498535 2.052000045776367 2.072000026702881 2.0920000076293945
4.59499979019165 1.628999948501587 1.6770000457763672 1.7130000591278076 1.74399995803833 1.7730000019073486 1.7990000247955322 1.8250000476837158 1.850000023841858 1.8730000257492065 1.8969999551773071 1.9199999570846558 1.9420000314712524 1.9639999866485596 1.9850000143051147 2.006999969482422 2.0280001163482666 2.0480000972747803 2.069000005722046 2.0899999141693115 2.109999895095825 2.13100004196167
4.925000190734863 1.659000039100647 1.7070000171661377 1.74399995803833 1.7760000228881836 1.8049999475479126 1.8320000171661377 1.8580000400543213 1.8830000162124634 1.9079999923706055 1.930999994277954 1.9550000429153442 1.9769999980926514 2.0 2.0220000743865967 2.0429999828338623 2.063999891281128 2.0859999656677246 2.1070001125335693 2.128000020980835 2.1489999294281006 2.1689999103546143
5.2779998779296875 1.6890000104904175 1.7380000352859497 1.7760000228881836 1.8079999685287476 1.8380000591278076 1.8650000095367432 1.8919999599456787 1.9170000553131104 1.9420000314712524 1.965999960899353 1.9900000095367432 2.013000011444092 2.0360000133514404 2.058000087738037 2.0799999237060547 2.1019999980926514 2.122999906539917 2.1449999809265137 2.1659998893737793 2.187000036239624 2.2090001106262207
5.6570000648498535 1.718999981880188 1.7699999809265137 1.8079999685287476 1.840999960899353 1.871000051498413 1.8990000486373901 1.9259999990463257 1.9520000219345093 1.9769999980926514 2.002000093460083 2.0260000228881836 2.0490000247955322 2.072000026702881 2.0950000286102295 2.117000102996826 2.140000104904175 2.1619999408721924 2.183000087738037 2.2049999237060547 2.2269999980926514 2.249000072479248
6.063000202178955 1.75 1.8020000457763672 1.840999960899353 1.8739999532699585 1.9040000438690186 1.9329999685287476 1.9600000381469727 1.9869999885559082 2.013000011444092 2.0380001068115234 2.062000036239624 2.0859999656677246 2.109999895095825 2.132999897003174 2.1549999713897705 2.177999973297119 2.200000047683716 2.2219998836517334 2.24399995803833 2.2669999599456787 2.2890000343322754
6.498000144958496 1.781999945640564 1.8339999914169312 1.8739999532699585 1.906999945640564 1.937999963760376 1.9670000076293945 1.9950000047683716 2.0230000019073486 2.0490000247955322 2.0739998817443848 2.0989999771118164 2.122999906539917 2.1470000743865967 2.1700000762939453 2.194000005722046 2.2170000076293945 2.239000082015991 2.26200008392334 2.2839999198913574 2.306999921798706 2.3299999237060547
6.964000225067139 1.812999963760376 1.8669999837875366 1.906999945640564 1.940999984741211 1.9730000495910645 2.002000093460083 2.0309998989105225 2.058000087738037 2.0850000381469727 2.1110000610351562 2.135999917984009 2.1610000133514404 2.184999942779541 2.2090001106262207 2.2320001125335693 2.25600004196167 2.2790000438690186 2.302000045776367 2.325000047683716 2.3480000495910645 2.371000051498413
7.464000225067139 1.8450000286102295 1.899999976158142 1.940999984741211 1.975000023841858 2.006999969482422 2.0380001068115234 2.066999912261963 2.0950000286102295 2.121999979019165 2.1480000019073486 2.1730000972747803 2.1989998817443848 2.2230000495910645 2.247999906539917 2.2720000743865967 2.2950000762939453 2.319000005722046 2.3420000076293945 2.365000009536743 2.3889999389648438 2.4119999408721924
