# %ECSV 1.0
# ---
# datatype:
# - {name: ST, datatype: string}
# - {name: WMF, datatype: float64}
# - {name: T_eq, datatype: float64}
# - {name: M_p, datatype: float64}
# - {name: Age, datatype: float64}
# - {name: R_b, datatype: float64}
# - {name: R_20mbar, datatype: float64}
# - {name: R_1mibar, datatype: float64}
# - {name: T_b, datatype: float64}
# - {name: T_int, datatype: float64}
# - {name: s_env, datatype: float64}
# - {name: I/MR^2, datatype: float64}
# - {name: L_env, datatype: float64}
# - {name: L_rad, datatype: float64}
# - {name: L_core, datatype: float64}
# - {name: L_grav, datatype: float64}
# - {name: u_tot, datatype: float64}
# meta: !!omap
# - comments: [Evolutionary tracks from the Steam Worlds Evolution Extended in Temperature model (Aguichine+2025), '', 'Model summary:',
#     'Earth-like core (32.5% iron-sulfur alloy, 67.5% mantle with Earth-like Fe/Si ratio)', Pure H2O envelope and pure H2O atmosphere
#       connected at P_b = 1000 bar, '', 'Parameters:', 'ST: Stellar Type (M or G), for radiative transfer in the atmosphere', 'WMF: Water
#       Mass Fraction, between 0.001 and 1', 'T_eq: Equilibrium temperature (K), between 500 K and 700 K', 'M_p: Planet mass (M_e), between
#       0.2 M_E and 20.0 M_E', 'Age: Host star age (Gyr), between 0.001 Gyr and 20 Gyr, assuming the planet formed at t_0 = 1 Myr (can
#       be adjusted)', '', 'Model outputs:', 'R_b: Planet radius (R_E) at 1000 bar', 'R_20mbar : Planet radius (R_E) at 20 mbar, pressure
#       level where pure steam is opaque at 1 micron', 'R_1mibar : Planet radius (R_E) at 1 microbar (0.1 Pa), pressure level of aerosols/haze
#       formation', 'T_b: Temperature (K) at 1000 bar)', 'T_int: Intrinsic temperature (K), nominal values are between 10 K and 400 K',
#     's_env: Specific entropy of H2O in the envelope (in J/K/kg)', 'I/MR^2: Normalized moment of inertia', '', 'Sources of energy for
#       the cooling, expressed as luminosities (in W):', 'L_env: energy from the H2O envelope (thermal + gravitational)', 'L_rad: radiogenic
#       heat produced in the core', 'L_core: thermal energy of the core', 'L_grav: gravitational energy of the core', 'u_tot: total energy
#       of the planet, obtained by fully integrating thermal (cp*T*dm) and gravitational energy', '', '', 'By construction:', L_env +
#       L_rad + L_core + L_grav = L_int = (4 * Pi * R_p**2) * (sigma_SB * T_int**4), d u_tot / d t = -L_int + L_rad, '', 'NB: The last
#       line of each track represents an estimate of the time until "full exhaustion".', '########################################################################################################',
#     ST    WMF    T_eq          M_p       Age       R_b  R_20mbar  R_1mibar       T_b     T_int           s_env          I/MR^2        L_env         L_rad        L_core        L_grav        u_tot]
# schema: astropy-2.0
ST WMF T_eq M_p Age R_b R_20mbar R_1mibar T_b T_int s_env I/MR^2 L_env L_rad L_core L_grav u_tot
M 0.001 400.0 1.09111896 10.0 1.0046 1.05868 1.08774 1193.44 24.86 9450.6122 0.32089213 107887000000.0 1371130000000.0 8915460000000.0 890681000000.0 -2.91075e+32
M 0.001 400.0 1.09111896 20.0 1.00332 1.05619 1.08517 1068.01 17.83 9035.5762 0.32136 32647600000.0 6616860000.0 2697910000000.0 269529000000.0 -2.92843e+32
M 0.001 400.0 1.39038559 0.001 1.11958 1.35825 1.41914 6563.86 1157.31 16520.0 0.30519 0.0 0.0 0.0 0.0 -3.65752e+32
M 0.001 400.0 1.39038559 0.0015 1.09252 1.19076 1.21902 3176.97 330.23 13362.679 0.31465 4311450000000000.0 374726000000000.0 3.75518e+17 3.59594e+16 -4.13906e+32
M 0.001 400.0 1.39038559 0.002 1.09029 1.17957 1.20707 2880.26 262.63 12935.165 0.315435 1717880000000000.0 374626000000000.0 1.49623e+17 1.43279e+16 -4.17881e+32
M 0.001 400.0 1.39038559 0.003 1.08846 1.17104 1.19796 2657.29 211.82 12586.639 0.316074 723683000000000.0 374427000000000.0 6.30313e+16 6035850000000000.0 -4.21121e+32
M 0.001 400.0 1.39038559 0.005 1.08691 1.16456 1.19127 2452.43 172.63 12243.829 0.316618 315477000000000.0 374027000000000.0 2.74774e+16 2631230000000000.0 -4.23894e+32
M 0.001 400.0 1.39038559 0.01 1.08533 1.15847 1.18508 2247.84 136.0 11877.987 0.3171744 119073000000000.0 373032000000000.0 1.0371e+16 993126000000000.0 -4.26708e+32
M 0.001 400.0 1.39038559 0.02 1.0841 1.15365 1.18018 2090.21 109.73 11578.614 0.31760234 48092300000000.0 371054000000000.0 4188730000000000.0 401111000000000.0 -4.28896e+32
M 0.001 400.0 1.39038559 0.03 1.08346 1.151 1.1775 2015.99 99.24 11431.934 0.31782954 30848400000000.0 369083000000000.0 2686830000000000.0 257290000000000.0 -4.30036e+32
M 0.001 400.0 1.39038559 0.05 1.08271 1.1473 1.17375 1925.45 87.4 11247.687 0.31809217 17053800000000.0 365195000000000.0 1485350000000000.0 142236000000000.0 -4.31376e+32
M 0.001 400.0 1.39038559 0.1 1.08178 1.14289 1.16929 1819.03 74.7 11023.124 0.31841374 7417270000000.0 355623000000000.0 646028000000000.0 61863400000000.0 -4.33032e+32
M 0.001 400.0 1.39038559 0.2 1.08102 1.13949 1.16585 1730.95 65.18 10830.132 0.31868028 2924710000000.0 337386000000000.0 254736000000000.0 24393400000000.0 -4.34378e+32
M 0.001 400.0 1.39038559 0.5 1.08031 1.13651 1.16283 1646.79 56.91 10639.099 0.31892816 734061000000.0 288439000000000.0 63935200000000.0 6122410000000.0 -4.35637e+32
M 0.001 400.0 1.39038559 1.0 1.07992 1.13488 1.16119 1596.48 52.32 10521.506 0.31905925 361498000000.0 221856000000000.0 31485700000000.0 3015060000000.0 -4.36336e+32
M 0.001 400.0 1.39038559 2.0 1.07933 1.13284 1.15911 1529.94 46.81 10361.718 0.31926441 358667000000.0 129510000000000.0 31239100000000.0 2991440000000.0 -4.37374e+32
M 0.001 400.0 1.39038559 5.0 1.07777 1.12835 1.15455 1361.02 34.92 9930.031 0.31981754 258622000000.0 25672900000000.0 22525400000000.0 2157020000000.0 -4.40162e+32
M 0.001 400.0 1.39038559 10.0 1.07619 1.12489 1.151 1199.29 25.71 9468.5256 0.3203732 135522000000.0 1752000000000.0 11803600000000.0 1130310000000.0 -4.42976e+32
M 0.001 400.0 1.39038559 20.0 1.07482 1.12242 1.14846 1075.99 18.95 9064.1 0.3208495 45631600000.0 8304350000.0 3974420000000.0 380589000000.0 -4.45403e+32
M 0.001 400.0 1.77173358 0.001 1.19654 1.41004 1.46452 6563.86 1186.97 16520.0 0.30468 0.0 0.0 0.0 0.0 -5.71689e+32
M 0.001 400.0 1.77173358 0.0015 1.16933 1.25773 1.28299 3206.3 343.93 13402.848 0.314 5565830000000000.0 477503000000000.0 5.06365e+17 4.83231e+16 -6.34975e+32
M 0.001 400.0 1.77173358 0.002 1.16705 1.24731 1.27191 2901.8 274.24 12967.558 0.31478 2241400000000000.0 477377000000000.0 2.03917e+17 1.946e+16 -6.4029e+32
M 0.001 400.0 1.77173358 0.003 1.16515 1.2392 1.26329 2668.73 220.85 12605.123 0.31543 938614000000000.0 477122000000000.0 8.53927e+16 8149130000000000.0 -6.44714e+32
M 0.001 400.0 1.77173358 0.005 1.16352 1.23305 1.2569 2470.92 180.59 12275.72 0.315986 415084000000000.0 476612000000000.0 3.77633e+16 3603800000000000.0 -6.48485e+32
M 0.001 400.0 1.77173358 0.01 1.16183 1.22734 1.25111 2266.44 143.44 11912.263 0.3165668 162207000000000.0 475346000000000.0 1.47572e+16 1408300000000000.0 -6.52417e+32
M 0.001 400.0 1.77173358 0.02 1.16048 1.22287 1.24657 2109.51 115.73 11616.142 0.31703 65831500000000.0 472819000000000.0 5989180000000000.0 571556000000000.0 -6.55552e+32
M 0.001 400.0 1.77173358 0.03 1.15981 1.22021 1.24389 2022.01 102.82 11443.962 0.31725852 39231800000000.0 470305000000000.0 3569200000000000.0 340614000000000.0 -6.5712e+32
M 0.001 400.0 1.77173358 0.05 1.15905 1.21693 1.24058 1931.91 90.55 11261.039 0.31752062 21746100000000.0 465353000000000.0 1978400000000000.0 188801000000000.0 -6.58901e+32
M 0.001 400.0 1.77173358 0.1 1.15817 1.21276 1.23637 1817.64 76.53 11020.129 0.31782292 8926860000000.0 453285000000000.0 812142000000000.0 77503800000000.0 -6.60929e+32
M 0.001 400.0 1.77173358 0.2 1.15738 1.20989 1.23347 1740.31 67.88 10850.971 0.31809107 4022910000000.0 429899000000000.0 365994000000000.0 34927300000000.0 -6.6277e+32
M 0.001 400.0 1.77173358 0.5 1.15657 1.20697 1.23052 1654.13 59.04 10656.02 0.31836455 1089680000000.0 367273000000000.0 99135900000000.0 9460670000000.0 -6.64651e+32
M 0.001 400.0 1.77173358 1.0 1.15612 1.20535 1.22888 1599.21 54.0 10527.963 0.31852312 510250000000.0 282497000000000.0 46421200000000.0 4430040000000.0 -6.65714e+32
M 0.001 400.0 1.77173358 2.0 1.15551 1.20341 1.22692 1532.24 48.18 10367.328 0.3187268 454866000000.0 165195000000000.0 41382600000000.0 3949190000000.0 -6.67116e+32
M 0.001 400.0 1.77173358 5.0 1.15388 1.19921 1.22265 1364.01 35.99 9938.0607 0.31928946 325937000000.0 32691200000000.0 29652900000000.0 2829810000000.0 -6.70911e+32
M 0.001 400.0 1.77173358 10.0 1.15232 1.19597 1.21935 1203.11 26.49 9480.1885 0.3198218 168177000000.0 2234900000000.0 15300300000000.0 1460130000000.0 -6.74553e+32
M 0.001 400.0 1.77173358 20.0 1.15094 1.19366 1.21699 1083.54 20.12 9090.8216 0.32030008 63175200000.0 10692200000.0 5747520000000.0 548493000000.0 -6.77749e+32
M 0.001 400.0 2.25767578 0.001 1.27794 1.4699 1.51883 6563.86 1219.03 16520.0 0.30414 0.0 0.0 0.0 0.0 -8.89793e+32
M 0.001 400.0 2.25767578 0.0015 1.25079 1.33172 1.35456 3245.96 362.35 13456.593 0.31328 7504810000000000.0 608472000000000.0 7.10804e+17 7.13634e+16 -9.73376e+32
M 0.001 400.0 2.25767578 0.002 1.24834 1.32148 1.3437 2927.92 288.16 13006.538 0.31411 2990150000000000.0 608309000000000.0 2.83206e+17 2.84334e+16 -9.8091e+32
M 0.001 400.0 2.25767578 0.003 1.24633 1.31362 1.33539 2688.62 232.28 12637.111 0.314786 1257230000000000.0 607984000000000.0 1.19076e+17 1.1955e+16 -9.87094e+32
M 0.001 400.0 2.25767578 0.005 1.24463 1.30745 1.32892 2488.62 188.6 12306.054 0.31535667 540644000000000.0 607335000000000.0 5.12061e+16 5141000000000000.0 -9.92325e+32
M 0.001 400.0 2.25767578 0.01 1.24292 1.30189 1.32328 2272.16 148.67 11922.774 0.31593917 205105000000000.0 605720000000000.0 1.94261e+16 1950350000000000.0 -9.97602e+32
M 0.001 400.0 2.25767578 0.02 1.24158 1.2977 1.31903 2112.31 119.31 11621.568 0.31638533 81599800000000.0 602496000000000.0 7728570000000000.0 775934000000000.0 -1.00172e+33
M 0.001 400.0 2.25767578 0.03 1.24093 1.29534 1.31665 2026.71 106.32 11453.352 0.31660212 49259600000000.0 599347000000000.0 4665530000000000.0 468411000000000.0 -1.0037e+33
M 0.001 400.0 2.25767578 0.05 1.24014 1.29261 1.31388 1945.72 94.92 11289.463 0.31687024 29235000000000.0 592992000000000.0 2768940000000000.0 277996000000000.0 -1.00615e+33
M 0.001 400.0 2.25767578 0.1 1.23918 1.28846 1.3097 1824.01 79.29 11033.832 0.31719808 11453100000000.0 577526000000000.0 1084760000000000.0 108908000000000.0 -1.00912e+33
M 0.001 400.0 2.25767578 0.2 1.23839 1.28569 1.3069 1742.72 69.89 10856.312 0.31746231 5012930000000.0 547833000000000.0 474791000000000.0 47668100000000.0 -1.01154e+33
M 0.001 400.0 2.25767578 0.5 1.23761 1.28296 1.30415 1654.15 60.59 10656.076 0.31772445 1317020000000.0 468467000000000.0 124739000000000.0 12523600000000.0 -1.01394e+33
M 0.001 400.0 2.25767578 1.0 1.23712 1.28152 1.30268 1604.88 55.97 10541.334 0.31789086 770165000000.0 360084000000000.0 72944800000000.0 7323520000000.0 -1.01546e+33
M 0.001 400.0 2.25767578 2.0 1.23641 1.27953 1.30067 1536.03 49.68 10376.554 0.3181279 600282000000.0 209918000000000.0 56854600000000.0 5708090000000.0 -1.01764e+33
M 0.001 400.0 2.25767578 5.0 1.23488 1.27572 1.2968 1369.8 37.27 9953.5514 0.31864389 421555000000.0 41787900000000.0 39926800000000.0 4008580000000.0 -1.02233e+33
M 0.001 400.0 2.25767578 10.0 1.23321 1.27252 1.29354 1211.74 27.57 9506.3292 0.31920338 217834000000.0 2842160000000.0 20631800000000.0 2071390000000.0 -1.02749e+33
M 0.001 400.0 2.25767578 20.0 1.23185 1.27031 1.29128 1087.42 20.71 9104.3914 0.31966517 77642700000.0 13678000000.0 7353780000000.0 738306000000.0 -1.03168e+33
M 0.001 400.0 2.87689978 0.001 1.36365 1.5352 1.57882 6563.86 1253.69 16520.0 0.30413 0.0 0.0 0.0 0.0 -1.38436e+33
M 0.001 400.0 2.87689978 0.0015 1.33695 1.40951 1.42984 3266.03 376.95 13483.547 0.31272 9631940000000000.0 775358000000000.0 9.58417e+17 8.84785e+16 -1.49312e+33
M 0.001 400.0 2.87689978 0.002 1.33449 1.39988 1.41967 2941.1 299.61 13026.075 0.31352 3830990000000000.0 775151000000000.0 3.81199e+17 3.51913e+16 -1.50315e+33
M 0.001 400.0 2.87689978 0.003 1.33247 1.39254 1.41192 2697.57 241.6 12651.449 0.31416333 1613360000000000.0 774740000000000.0 1.60536e+17 1.48202e+16 -1.51136e+33
M 0.001 400.0 2.87689978 0.005 1.33076 1.38667 1.40576 2501.15 195.9 12327.413 0.314716 690363000000000.0 773913000000000.0 6.86939e+16 6341640000000000.0 -1.51835e+33
M 0.001 400.0 2.87689978 0.01 1.329 1.3815 1.40053 2285.48 155.52 11947.154 0.31527917 269770000000000.0 771852000000000.0 2.68433e+16 2478100000000000.0 -1.5255e+33
M 0.001 400.0 2.87689978 0.02 1.32761 1.37756 1.39654 2124.1 125.29 11644.346 0.31573153 109642000000000.0 767764000000000.0 1.09098e+16 1007170000000000.0 -1.53119e+33
M 0.001 400.0 2.87689978 0.03 1.32692 1.37538 1.39434 2033.75 110.29 11467.376 0.31594883 62865000000000.0 763664000000000.0 6255330000000000.0 577475000000000.0 -1.53399e+33
M 0.001 400.0 2.87689978 0.05 1.32615 1.37285 1.39178 1947.27 97.73 11292.66 0.31620457 36077800000000.0 755669000000000.0 3589890000000000.0 331409000000000.0 -1.53716e+33
M 0.001 400.0 2.87689978 0.1 1.32514 1.36925 1.38816 1835.39 82.94 11058.237 0.31652196 15556500000000.0 735752000000000.0 1547930000000000.0 142901000000000.0 -1.54122e+33
M 0.001 400.0 2.87689978 0.2 1.32433 1.36658 1.38547 1750.45 72.77 10873.459 0.31679038 6809750000000.0 698172000000000.0 677598000000000.0 62554000000000.0 -1.54456e+33
M 0.001 400.0 2.87689978 0.5 1.32357 1.36382 1.38269 1646.52 61.51 10638.469 0.31702875 1280170000000.0 596609000000000.0 127382000000000.0 11759600000000.0 -1.54764e+33
M 0.001 400.0 2.87689978 1.0 1.3232 1.36269 1.38155 1602.32 57.22 10535.295 0.31715232 832226000000.0 459563000000000.0 82810000000000.0 7644790000000.0 -1.54917e+33
M 0.001 400.0 2.87689978 2.0 1.32254 1.36097 1.37981 1535.4 50.99 10375.009 0.31735939 723276000000.0 268233000000000.0 71969000000000.0 6643980000000.0 -1.55183e+33
M 0.001 400.0 2.87689978 5.0 1.32088 1.35731 1.37611 1375.2 38.53 9967.9415 0.31789945 543246000000.0 53085200000000.0 54055200000000.0 4990230000000.0 -1.55858e+33
M 0.001 400.0 2.87689978 10.0 1.31929 1.35436 1.37311 1213.59 28.34 9511.9059 0.31840752 266983000000.0 3640840000000.0 26565900000000.0 2452490000000.0 -1.5651e+33
M 0.001 400.0 2.87689978 20.0 1.31791 1.35231 1.37102 1098.14 21.71 9141.5827 0.31885442 103104000000.0 17535300000.0 10259300000000.0 947111000000.0 -1.57071e+33
M 0.001 400.0 3.66596142 0.001 1.45465 1.60956 1.64898 6563.86 1298.02 16520.0 0.30372 0.0 0.0 0.0 0.0 -2.14586e+33
M 0.001 400.0 3.66596142 0.0015 1.42813 1.49482 1.5132 3327.24 400.84 13564.732 0.31203 1.36475e+16 988019000000000.0 1.39716e+18 1.305e+17 -2.28898e+33
M 0.001 400.0 3.66596142 0.002 1.42553 1.48494 1.50279 2963.21 312.92 13058.695 0.31285 5050670000000000.0 987755000000000.0 5.17062e+17 4.82955e+16 -2.30303e+33
M 0.001 400.0 3.66596142 0.003 1.42349 1.47777 1.49524 2704.45 250.39 12662.424 0.313486 2063080000000000.0 987231000000000.0 2.11208e+17 1.97276e+16 -2.31399e+33
M 0.001 400.0 3.66596142 0.005 1.42181 1.4721 1.48928 2503.69 201.86 12331.73 0.314015 866134000000000.0 986179000000000.0 8.86704e+16 8282150000000000.0 -2.32314e+33
M 0.001 400.0 3.66596142 0.01 1.42009 1.4673 1.4844 2290.44 160.93 11956.202 0.3145532 343152000000000.0 983552000000000.0 3.51301e+16 3281280000000000.0 -2.3324e+33
M 0.001 400.0 3.66596142 0.02 1.4187 1.46357 1.48064 2127.29 129.9 11650.477 0.314991 140759000000000.0 978337000000000.0 1.44102e+16 1345970000000000.0 -2.33991e+33
M 0.001 400.0 3.66596142 0.03 1.41801 1.46166 1.47871 2044.29 115.1 11488.309 0.3152106 83239900000000.0 973127000000000.0 8521680000000000.0 795957000000000.0 -2.34364e+33
M 0.001 400.0 3.66596142 0.05 1.41722 1.45934 1.47636 1954.53 101.46 11307.536 0.31545826 46886100000000.0 962898000000000.0 4799960000000000.0 448334000000000.0 -2.34789e+33
M 0.001 400.0 3.66596142 0.1 1.41618 1.4561 1.47309 1847.8 86.84 11084.734 0.31577803 21368200000000.0 937363000000000.0 2187570000000000.0 204327000000000.0 -2.3535e+33
M 0.001 400.0 3.66596142 0.2 1.41542 1.45319 1.47017 1737.22 73.23 10844.102 0.3160174 7112000000000.0 889398000000000.0 728090000000000.0 68006300000000.0 -2.35758e+33
M 0.001 400.0 3.66596142 0.5 1.41467 1.45115 1.46811 1663.63 65.07 10677.864 0.31625362 2592540000000.0 761320000000000.0 265411000000000.0 24790400000000.0 -2.36163e+33
M 0.001 400.0 3.66596142 1.0 1.41407 1.44971 1.46665 1612.89 59.71 10560.155 0.3164426 1443100000000.0 583561000000000.0 147737000000000.0 13799200000000.0 -2.36485e+33
M 0.001 400.0 3.66596142 2.0 1.41338 1.44791 1.46484 1534.92 52.41 10373.849 0.31666051 896704000000.0 341472000000000.0 91800000000000.0 8574460000000.0 -2.3686e+33
M 0.001 400.0 3.66596142 5.0 1.41182 1.44456 1.46145 1377.55 39.63 9974.1897 0.31715319 674514000000.0 67807900000000.0 69053300000000.0 6449840000000.0 -2.37703e+33
M 0.001 400.0 3.66596142 10.0 1.41019 1.44172 1.45857 1220.24 29.45 9531.8821 0.31765655 347007000000.0 4627660000000.0 35524800000000.0 3318150000000.0 -2.38584e+33
M 0.001 400.0 3.66596142 20.0 1.40885 1.43976 1.45658 1100.74 22.26 9150.4868 0.31808469 126480000000.0 22332500000.0 12948400000000.0 1209430000000.0 -2.3931e+33
M 0.001 400.0 4.67144294 0.001 1.55014 1.69033 1.72614 6563.86 1353.29 16520.0 0.30364 0.0 0.0 0.0 0.0 -3.32364e+33
M 0.001 400.0 4.67144294 0.0015 1.52483 1.58509 1.60161 3358.41 417.78 13605.508 0.31125 1.7694e+16 1259010000000000.0 1.88309e+18 1.71749e+17 -3.5074e+33
M 0.001 400.0 4.67144294 0.002 1.52207 1.57547 1.59135 2999.03 330.04 13111.061 0.31208 6869330000000000.0 1258670000000000.0 7.31074e+17 6.66783e+16 -3.52742e+33
M 0.001 400.0 4.67144294 0.003 1.51995 1.56855 1.58409 2730.01 264.11 12703.029 0.312722 2807030000000000.0 1258000000000000.0 2.9874e+17 2.72469e+16 -3.54286e+33
M 0.001 400.0 4.67144294 0.005 1.51817 1.56306 1.57834 2521.4 212.96 12361.77 0.31325636 1179820000000000.0 1256660000000000.0 1.25564e+17 1.14521e+16 -3.55577e+33
M 0.001 400.0 4.67144294 0.01 1.51641 1.55827 1.57343 2304.11 168.24 11981.069 0.31379083 451268000000000.0 1253310000000000.0 4.80265e+16 4380300000000000.0 -3.56855e+33
M 0.001 400.0 4.67144294 0.02 1.515 1.55473 1.56986 2134.72 135.53 11664.771 0.31420825 183941000000000.0 1246670000000000.0 1.9576e+16 1785450000000000.0 -3.57875e+33
M 0.001 400.0 4.67144294 0.03 1.51431 1.55303 1.56814 2053.94 119.97 11507.409 0.314418 108870000000000.0 1240070000000000.0 1.15866e+16 1056760000000000.0 -3.58382e+33
M 0.001 400.0 4.67144294 0.05 1.51352 1.5508 1.5659 1955.27 104.5 11309.047 0.31465779 58068000000000.0 1226910000000000.0 6179930000000000.0 563646000000000.0 -3.58951e+33
M 0.001 400.0 4.67144294 0.1 1.51257 1.54796 1.56304 1849.36 89.43 11088.052 0.31494009 26501600000000.0 1194860000000000.0 2820450000000000.0 257242000000000.0 -3.59639e+33
M 0.001 400.0 4.67144294 0.2 1.51174 1.54553 1.5606 1757.36 77.69 10888.701 0.31519276 11203500000000.0 1133590000000000.0 1192340000000000.0 108749000000000.0 -3.60244e+33
M 0.001 400.0 4.67144294 0.5 1.51086 1.54316 1.55821 1661.46 66.65 10672.888 0.31545647 3029030000000.0 967374000000000.0 322367000000000.0 29401800000000.0 -3.60882e+33
M 0.001 400.0 4.67144294 1.0 1.51043 1.54188 1.55693 1602.3 60.29 10535.255 0.3155862 1206200000000.0 744864000000000.0 128371000000000.0 11708200000000.0 -3.61197e+33
M 0.001 400.0 4.67144294 2.0 1.50977 1.54048 1.55551 1541.67 54.54 10390.261 0.31578471 1334810000000.0 435849000000000.0 142059000000000.0 12956600000000.0 -3.61677e+33
M 0.001 400.0 4.67144294 5.0 1.50813 1.5372 1.5522 1378.15 40.78 9975.7697 0.31627321 838764000000.0 86474500000000.0 89266200000000.0 8141600000000.0 -3.62865e+33
M 0.001 400.0 4.67144294 10.0 1.50665 1.53462 1.54959 1213.97 29.83 9513.0567 0.31672631 399886000000.0 5921850000000.0 42558200000000.0 3881560000000.0 -3.6394e+33
M 0.001 400.0 4.67144294 20.0 1.5054 1.5329 1.54785 1104.66 22.94 9163.9209 0.31710003 157051000000.0 28494300000.0 16714200000000.0 1524440000000.0 -3.64848e+33
M 0.001 400.0 5.95270288 0.001 1.65087 1.77619 1.80816 6563.86 1386.23 16520.0 0.3034 0.0 0.0 0.0 0.0 -5.13827e+33
M 0.001 400.0 5.95270288 0.0015 1.62638 1.68102 1.69596 3368.88 431.4 13619.127 0.31052 2.21087e+16 1604320000000000.0 2.44091e+18 2.18318e+17 -5.37836e+33
M 0.001 400.0 5.95270288 0.002 1.62369 1.67199 1.68624 3017.15 343.3 13137.322 0.3113 8836200000000000.0 1603890000000000.0 9.7556e+17 8.72552e+16 -5.40476e+33
M 0.001 400.0 5.95270288 0.003 1.6216 1.66543 1.67938 2738.06 273.8 12715.745 0.311906 3564230000000000.0 1603040000000000.0 3.93509e+17 3.51959e+16 -5.42519e+33
M 0.001 400.0 5.95270288 0.005 1.61987 1.66027 1.67399 2524.06 220.5 12366.269 0.31240909 1491120000000000.0 1601330000000000.0 1.64627e+17 1.47244e+16 -5.44212e+33
M 0.001 400.0 5.95270288 0.01 1.61817 1.65579 1.66941 2314.04 174.96 11999.065 0.31290583 580870000000000.0 1597070000000000.0 6.4131e+16 5735950000000000.0 -5.45889e+33
M 0.001 400.0 5.95270288 0.02 1.61675 1.65247 1.66605 2145.08 141.83 11684.648 0.31331246 243528000000000.0 1588600000000000.0 2.68868e+16 2404780000000000.0 -5.4727e+33
M 0.001 400.0 5.95270288 0.03 1.61604 1.65082 1.66439 2063.13 125.77 11525.543 0.31352652 145692000000000.0 1580190000000000.0 1.60851e+16 1438670000000000.0 -5.47969e+33
M 0.001 400.0 5.95270288 0.05 1.61523 1.6489 1.66245 1971.1 109.86 11341.332 0.3137586 79259500000000.0 1563470000000000.0 8750650000000000.0 782668000000000.0 -5.48757e+33
M 0.001 400.0 5.95270288 0.1 1.61426 1.64622 1.65975 1861.11 93.65 11113.004 0.31404258 36018600000000.0 1522700000000000.0 3976630000000000.0 355675000000000.0 -5.49719e+33
M 0.001 400.0 5.95270288 0.2 1.61342 1.64368 1.65719 1752.78 79.27 10878.603 0.31428565 12979200000000.0 1443560000000000.0 1432970000000000.0 128167000000000.0 -5.50541e+33
M 0.001 400.0 5.95270288 0.5 1.61274 1.64171 1.65522 1660.27 68.33 10670.153 0.31447903 3511780000000.0 1238400000000000.0 387718000000000.0 34677900000000.0 -5.51201e+33
M 0.001 400.0 5.95270288 1.0 1.61221 1.64061 1.6541 1614.51 63.39 10563.949 0.31463802 2328070000000.0 950090000000000.0 257030000000000.0 22989100000000.0 -5.51719e+33
M 0.001 400.0 5.95270288 2.0 1.61145 1.63904 1.65253 1543.96 56.28 10395.818 0.31485937 1731940000000.0 554319000000000.0 191215000000000.0 17102500000000.0 -5.52465e+33
M 0.001 400.0 5.95270288 5.0 1.60991 1.63598 1.64944 1376.55 41.85 9971.5404 0.31530584 1015570000000.0 110128000000000.0 112123000000000.0 10028500000000.0 -5.53983e+33
M 0.001 400.0 5.95270288 10.0 1.60845 1.6336 1.64703 1222.61 31.23 9538.9926 0.31572909 533100000000.0 7525450000000.0 58856900000000.0 5264230000000.0 -5.55403e+33
M 0.001 400.0 5.95270288 20.0 1.60721 1.6319 1.64531 1112.04 23.85 9188.9282 0.31609279 202146000000.0 36574600000.0 22318000000000.0 1996150000000.0 -5.56623e+33
M 0.001 400.0 7.58538038 0.001 1.75631 1.86656 1.8945 6563.86 1401.94 16520.0 0.30342 0.0 0.0 0.0 0.0 -7.94341e+33
M 0.001 400.0 7.58538038 0.0015 1.73339 1.78233 1.79568 3379.4 447.03 13632.76 0.30981 2.84233e+16 2044360000000000.0 3.20787e+18 2.76808e+17 -8.2494e+33
M 0.001 400.0 7.58538038 0.002 1.73075 1.77388 1.7865 3040.0 358.29 13170.225 0.31054 1.16874e+16 2043800000000000.0 1.31904e+18 1.1382e+17 -8.28466e+33
M 0.001 400.0 7.58538038 0.003 1.72867 1.76771 1.78008 2755.86 286.4 12743.764 0.311124 4757030000000000.0 2042720000000000.0 5.36881e+17 4.63276e+16 -8.31241e+33
M 0.001 400.0 7.58538038 0.005 1.72694 1.76286 1.77502 2537.41 231.1 12388.785 0.31160273 2006960000000000.0 2040540000000000.0 2.26507e+17 1.95453e+16 -8.33552e+33
M 0.001 400.0 7.58538038 0.01 1.72524 1.75847 1.7705 2321.96 181.56 12013.383 0.31207783 751673000000000.0 2035100000000000.0 8.48341e+16 7320360000000000.0 -8.35823e+33
M 0.001 400.0 7.58538038 0.02 1.72389 1.75534 1.76735 2144.83 146.29 11684.171 0.31245164 307492000000000.0 2024300000000000.0 3.47036e+16 2994590000000000.0 -8.3762e+33
M 0.001 400.0 7.58538038 0.03 1.72322 1.75382 1.76581 2060.38 129.47 11520.118 0.31264297 182522000000000.0 2013580000000000.0 2.05995e+16 1777530000000000.0 -8.38516e+33
M 0.001 400.0 7.58538038 0.05 1.72247 1.75215 1.76413 1973.99 113.63 11347.2 0.31284826 101528000000000.0 1992410000000000.0 1.14585e+16 988756000000000.0 -8.39521e+33
M 0.001 400.0 7.58538038 0.1 1.72157 1.74962 1.76159 1849.69 94.73 11088.747 0.31309883 41039700000000.0 1940240000000000.0 4631750000000000.0 399675000000000.0 -8.40719e+33
M 0.001 400.0 7.58538038 0.2 1.72083 1.74757 1.75953 1755.2 81.89 10883.946 0.31331074 16775800000000.0 1840230000000000.0 1893320000000000.0 163375000000000.0 -8.41709e+33
