# %ECSV 0.9
# ---
# datatype:
# - name: metallicity_solar
#   datatype: float64
# - name: age_Gyr
#   datatype: float64
# - name: F_inc_oplus
#   datatype: float64
# - name: Mass_oplus
#   datatype: float64
# - name: f_env_pc
#   datatype: float64
# - name: R_oplus
#   datatype: float64
# schema: astropy-2.0
metallicity_solar age_Gyr F_inc_oplus Mass_oplus f_env_pc R_oplus
1.0 1.0 10.0 20.0 1.0 2.6
1.0 1.0 10.0 20.0 2.0 2.82
1.0 1.0 10.0 20.0 5.0 3.33
1.0 1.0 10.0 20.0 10.0 3.99
1.0 1.0 10.0 20.0 20.0 5.07
1.0 1.0 10.0 20.0 100.0 13.71
1.0 1.0 10.0 40.0 0.01 2.664285714285715
1.0 1.0 10.0 40.0 0.02 2.674285714285716
1.0 1.0 10.0 40.0 0.05 2.6657142857142873
1.0 1.0 10.0 40.0 0.1 2.7342857142857153
1.0 1.0 10.0 40.0 0.2 2.8057142857142843
1.0 1.0 10.0 40.0 0.5 2.9071428571428566
1.0 1.0 10.0 40.0 1.0 3.0571428571428587
1.0 1.0 10.0 40.0 2.0 3.2485714285714273
1.0 1.0 10.0 40.0 5.0 3.7585714285714276
1.0 1.0 10.0 40.0 10.0 4.361428571428571
1.0 1.0 10.0 40.0 20.0 5.212857142857143
1.0 1.0 10.0 40.0 100.0 12.024285714285744
1.0 1.0 1000.0 1.0 0.01 1.61
1.0 1.0 1000.0 1.0 0.02 1.65
1.0 1.0 1000.0 1.0 0.05 1.71
1.0 1.0 1000.0 1.0 0.1 1.77
1.0 1.0 1000.0 1.0 0.2 1.81
1.0 1.0 1000.0 1.0 0.5 2.15
1.0 1.0 1000.0 1.0 1.0 2.5
1.0 1.0 1000.0 1.0 2.0 3.01
1.0 1.0 1000.0 1.0 5.0 4.24
1.0 1.0 1000.0 1.0 10.0 6.04
1.0 1.0 1000.0 1.0 20.0 8.75
1.0 1.0 1000.0 1.0 100.0 30.429999999999996
1.0 1.0 1000.0 1.5 0.01 1.65
1.0 1.0 1000.0 1.5 0.02 1.68
1.0 1.0 1000.0 1.5 0.05 1.73
1.0 1.0 1000.0 1.5 0.1 1.78
1.0 1.0 1000.0 1.5 0.2 1.87
1.0 1.0 1000.0 1.5 0.5 2.18
1.0 1.0 1000.0 1.5 1.0 2.5
1.0 1.0 1000.0 1.5 2.0 2.98
1.0 1.0 1000.0 1.5 5.0 4.14
1.0 1.0 1000.0 1.5 10.0 5.91
1.0 1.0 1000.0 1.5 20.0 9.34
1.0 1.0 1000.0 1.5 100.0 36.77999999999998
1.0 1.0 1000.0 2.4 0.01 1.71
1.0 1.0 1000.0 2.4 0.02 1.73
1.0 1.0 1000.0 2.4 0.05 1.78
1.0 1.0 1000.0 2.4 0.1 1.82
1.0 1.0 1000.0 2.4 0.2 1.93
1.0 1.0 1000.0 2.4 0.5 2.21
1.0 1.0 1000.0 2.4 1.0 2.5
1.0 1.0 1000.0 2.4 2.0 2.91
1.0 1.0 1000.0 2.4 5.0 3.93
1.0 1.0 1000.0 2.4 10.0 5.5
1.0 1.0 1000.0 2.4 20.0 8.76
1.0 1.0 1000.0 2.4 100.0 34.83999999999999
1.0 1.0 1000.0 3.6 0.01 1.78
1.0 1.0 1000.0 3.6 0.02 1.8
1.0 1.0 1000.0 3.6 0.05 1.84
1.0 1.0 1000.0 3.6 0.1 1.87
1.0 1.0 1000.0 3.6 0.2 1.99
1.0 1.0 1000.0 3.6 0.5 2.24
1.0 1.0 1000.0 3.6 1.0 2.5
1.0 1.0 1000.0 3.6 2.0 2.87
1.0 1.0 1000.0 3.6 5.0 3.77
1.0 1.0 1000.0 3.6 10.0 5.11
1.0 1.0 1000.0 3.6 20.0 7.86
1.0 1.0 1000.0 3.6 100.0 29.859999999999996
1.0 1.0 1000.0 5.5 0.01 1.87
1.0 1.0 1000.0 5.5 0.02 1.89
1.0 1.0 1000.0 5.5 0.05 1.92
1.0 1.0 1000.0 5.5 0.1 1.94
1.0 1.0 1000.0 5.5 0.2 2.1
1.0 1.0 1000.0 5.5 0.5 2.3
1.0 1.0 1000.0 5.5 1.0 2.52
1.0 1.0 1000.0 5.5 2.0 2.85
1.0 1.0 1000.0 5.5 5.0 3.65
1.0 1.0 1000.0 5.5 10.0 4.79
1.0 1.0 1000.0 5.5 20.0 7.0
1.0 1.0 1000.0 5.5 100.0 24.679999999999982
1.0 1.0 1000.0 8.5 0.01 1.99
1.0 1.0 1000.0 8.5 0.02 2.0
1.0 1.0 1000.0 8.5 0.05 2.02
1.0 1.0 1000.0 8.5 0.1 2.05
1.0 1.0 1000.0 8.5 0.2 2.19
1.0 1.0 1000.0 8.5 0.5 2.38
1.0 1.0 1000.0 8.5 1.0 2.58
1.0 1.0 1000.0 8.5 2.0 2.88
1.0 1.0 1000.0 8.5 5.0 3.59
1.0 1.0 1000.0 8.5 10.0 4.58
1.0 1.0 1000.0 8.5 20.0 6.39
1.0 1.0 1000.0 8.5 100.0 20.869999999999983
1.0 1.0 1000.0 13.0 0.01 2.12
1.0 1.0 1000.0 13.0 0.02 2.13
1.0 1.0 1000.0 13.0 0.05 2.15
1.0 1.0 1000.0 13.0 0.1 2.19
1.0 1.0 1000.0 13.0 0.2 2.31
1.0 1.0 1000.0 13.0 0.5 2.48
1.0 1.0 1000.0 13.0 1.0 2.66
1.0 1.0 1000.0 13.0 2.0 2.94
1.0 1.0 1000.0 13.0 5.0 3.59
1.0 1.0 1000.0 13.0 10.0 4.48
1.0 1.0 1000.0 13.0 20.0 6.05
1.0 1.0 1000.0 13.0 100.0 18.609999999999992
1.0 1.0 1000.0 20.0 0.01 2.27
1.0 1.0 1000.0 20.0 0.02 2.27
1.0 1.0 1000.0 20.0 0.05 2.29
1.0 1.0 1000.0 20.0 0.1 2.34
1.0 1.0 1000.0 20.0 0.2 2.45
1.0 1.0 1000.0 20.0 0.5 2.61
1.0 1.0 1000.0 20.0 1.0 2.78
1.0 1.0 1000.0 20.0 2.0 3.04
1.0 1.0 1000.0 20.0 5.0 3.65
1.0 1.0 1000.0 20.0 10.0 4.47
1.0 1.0 1000.0 20.0 20.0 5.85
1.0 1.0 1000.0 20.0 100.0 16.88999999999999
1.0 1.0 1000.0 40.0 0.01 2.6985714285714275
1.0 1.0 1000.0 40.0 0.02 2.6699999999999995
1.0 1.0 1000.0 40.0 0.05 2.69
1.0 1.0 1000.0 40.0 0.1 2.7685714285714287
1.0 1.0 1000.0 40.0 0.2 2.8499999999999996
1.0 1.0 1000.0 40.0 0.5 2.9814285714285695
1.0 1.0 1000.0 40.0 1.0 3.122857142857142
1.0 1.0 1000.0 40.0 2.0 3.325714285714285
1.0 1.0 1000.0 40.0 5.0 3.821428571428572
1.0 1.0 1000.0 40.0 10.0 4.4414285714285695
1.0 1.0 1000.0 40.0 20.0 5.27857142857143
1.0 1.0 1000.0 40.0 100.0 11.975714285714256
1.0 10.0 0.1 1.0 0.01 1.08
1.0 10.0 0.1 1.0 0.02 1.1
1.0 10.0 0.1 1.0 0.05 1.13
1.0 10.0 0.1 1.0 0.1 1.17
1.0 10.0 0.1 1.0 0.2 1.22
1.0 10.0 0.1 1.0 0.5 1.37
1.0 10.0 0.1 1.0 1.0 1.53
1.0 10.0 0.1 1.0 2.0 1.75
1.0 10.0 0.1 1.0 5.0 2.25
1.0 10.0 0.1 1.0 10.0 2.94
1.0 10.0 0.1 1.0 20.0 4.14
1.0 10.0 0.1 1.0 100.0 13.739999999999995
1.0 10.0 0.1 1.5 0.01 1.19
1.0 10.0 0.1 1.5 0.02 1.2
1.0 10.0 0.1 1.5 0.05 1.23
1.0 10.0 0.1 1.5 0.1 1.27
1.0 10.0 0.1 1.5 0.2 1.31
1.0 10.0 0.1 1.5 0.5 1.45
1.0 10.0 0.1 1.5 1.0 1.6
1.0 10.0 0.1 1.5 2.0 1.81
1.0 10.0 0.1 1.5 5.0 2.28
1.0 10.0 0.1 1.5 10.0 2.93
1.0 10.0 0.1 1.5 20.0 4.05
1.0 10.0 0.1 1.5 100.0 13.009999999999993
1.0 10.0 0.1 2.4 0.01 1.32
1.0 10.0 0.1 2.4 0.02 1.34
1.0 10.0 0.1 2.4 0.05 1.37
1.0 10.0 0.1 2.4 0.1 1.4
1.0 10.0 0.1 2.4 0.2 1.45
1.0 10.0 0.1 2.4 0.5 1.58
1.0 10.0 0.1 2.4 1.0 1.71
1.0 10.0 0.1 2.4 2.0 1.9
1.0 10.0 0.1 2.4 5.0 2.35
1.0 10.0 0.1 2.4 10.0 2.95
1.0 10.0 0.1 2.4 20.0 3.98
1.0 10.0 0.1 2.4 100.0 12.219999999999988
1.0 10.0 0.1 3.6 0.01 1.45
1.0 10.0 0.1 3.6 0.02 1.47
1.0 10.0 0.1 3.6 0.05 1.49
1.0 10.0 0.1 3.6 0.1 1.53
1.0 10.0 0.1 3.6 0.2 1.58
1.0 10.0 0.1 3.6 0.5 1.7
1.0 10.0 0.1 3.6 1.0 1.82
1.0 10.0 0.1 3.6 2.0 2.01
1.0 10.0 0.1 3.6 5.0 2.44
1.0 10.0 0.1 3.6 10.0 3.01
1.0 10.0 0.1 3.6 20.0 3.97
1.0 10.0 0.1 3.6 100.0 11.649999999999997
1.0 10.0 0.1 5.5 0.01 1.6
1.0 10.0 0.1 5.5 0.02 1.62
1.0 10.0 0.1 5.5 0.05 1.64
1.0 10.0 0.1 5.5 0.1 1.67
1.0 10.0 0.1 5.5 0.2 1.75
1.0 10.0 0.1 5.5 0.5 1.84
1.0 10.0 0.1 5.5 1.0 1.96
1.0 10.0 0.1 5.5 2.0 2.15
1.0 10.0 0.1 5.5 5.0 2.56
1.0 10.0 0.1 5.5 10.0 3.11
1.0 10.0 0.1 5.5 20.0 4.03
1.0 10.0 0.1 5.5 100.0 11.390000000000004
1.0 10.0 0.1 8.5 0.01 1.77
1.0 10.0 0.1 8.5 0.02 1.78
1.0 10.0 0.1 8.5 0.05 1.8
1.0 10.0 0.1 8.5 0.1 1.84
1.0 10.0 0.1 8.5 0.2 1.91
1.0 10.0 0.1 8.5 0.5 2.0
1.0 10.0 0.1 8.5 1.0 2.13
1.0 10.0 0.1 8.5 2.0 2.31
1.0 10.0 0.1 8.5 5.0 2.72
1.0 10.0 0.1 8.5 10.0 3.25
1.0 10.0 0.1 8.5 20.0 4.14
1.0 10.0 0.1 8.5 100.0 11.259999999999991
1.0 10.0 0.1 13.0 0.01 1.94
1.0 10.0 0.1 13.0 0.02 1.95
1.0 10.0 0.1 13.0 0.05 1.97
1.0 10.0 0.1 13.0 0.1 2.0
1.0 10.0 0.1 13.0 0.2 2.09
1.0 10.0 0.1 13.0 0.5 2.17
1.0 10.0 0.1 13.0 1.0 2.3
1.0 10.0 0.1 13.0 2.0 2.48
1.0 10.0 0.1 13.0 5.0 2.9
1.0 10.0 0.1 13.0 10.0 3.44
1.0 10.0 0.1 13.0 20.0 4.31
1.0 10.0 0.1 13.0 100.0 11.269999999999994
1.0 10.0 0.1 20.0 0.01 2.12
1.0 10.0 0.1 20.0 0.02 2.14
1.0 10.0 0.1 20.0 0.05 2.16
1.0 10.0 0.1 20.0 0.1 2.19
1.0 10.0 0.1 20.0 0.2 2.25
1.0 10.0 0.1 20.0 0.5 2.36
1.0 10.0 0.1 20.0 1.0 2.49
1.0 10.0 0.1 20.0 2.0 2.68
1.0 10.0 0.1 20.0 5.0 3.1
1.0 10.0 0.1 20.0 10.0 3.65
1.0 10.0 0.1 20.0 20.0 4.53
1.0 10.0 0.1 20.0 100.0 11.57
1.0 10.0 0.1 40.0 0.01 2.6342857142857157
1.0 10.0 0.1 40.0 0.02 2.6828571428571437
1.0 10.0 0.1 40.0 0.05 2.7028571428571437
1.0 10.0 0.1 40.0 0.1 2.7328571428571427
1.0 10.0 0.1 40.0 0.2 2.7071428571428573
1.0 10.0 0.1 40.0 0.5 2.902857142857144
1.0 10.0 0.1 40.0 1.0 3.032857142857144
1.0 10.0 0.1 40.0 2.0 3.251428571428571
1.0 10.0 0.1 40.0 5.0 3.6714285714285704
1.0 10.0 0.1 40.0 10.0 4.250000000000001
1.0 10.0 0.1 40.0 20.0 5.15857142857143
1.0 10.0 0.1 40.0 100.0 12.427142857142876
1.0 10.0 10.0 1.0 0.01 1.23
1.0 10.0 10.0 1.0 0.02 1.25
1.0 10.0 10.0 1.0 0.05 1.28
1.0 10.0 10.0 1.0 0.1 1.31
1.0 10.0 10.0 1.0 0.2 1.44
1.0 10.0 10.0 1.0 0.5 1.68
1.0 10.0 10.0 1.0 1.0 1.87
1.0 10.0 10.0 1.0 2.0 2.17
1.0 10.0 10.0 1.0 5.0 2.84
1.0 10.0 10.0 1.0 10.0 3.7
1.0 10.0 10.0 1.0 20.0 5.11
1.0 10.0 10.0 1.0 100.0 16.389999999999993
1.0 10.0 10.0 1.5 0.01 1.31
1.0 10.0 10.0 1.5 0.02 1.33
1.0 10.0 10.0 1.5 0.05 1.36
1.0 10.0 10.0 1.5 0.1 1.4
1.0 10.0 10.0 1.5 0.2 1.49
1.0 10.0 10.0 1.5 0.5 1.72
1.0 10.0 10.0 1.5 1.0 1.9
1.0 10.0 10.0 1.5 2.0 2.19
1.0 10.0 10.0 1.5 5.0 2.83
1.0 10.0 10.0 1.5 10.0 3.66
1.0 10.0 10.0 1.5 20.0 5.03
1.0 10.0 10.0 1.5 100.0 15.989999999999993
1.0 10.0 10.0 2.4 0.01 1.43
1.0 10.0 10.0 2.4 0.02 1.44
1.0 10.0 10.0 2.4 0.05 1.47
1.0 10.0 10.0 2.4 0.1 1.51
1.0 10.0 10.0 2.4 0.2 1.6
1.0 10.0 10.0 2.4 0.5 1.78
1.0 10.0 10.0 2.4 1.0 1.96
1.0 10.0 10.0 2.4 2.0 2.21
1.0 10.0 10.0 2.4 5.0 2.8
1.0 10.0 10.0 2.4 10.0 3.58
1.0 10.0 10.0 2.4 20.0 4.89
1.0 10.0 10.0 2.4 100.0 15.369999999999981
1.0 10.0 10.0 3.6 0.01 1.54
1.0 10.0 10.0 3.6 0.02 1.55
1.0 10.0 10.0 3.6 0.05 1.58
1.0 10.0 10.0 3.6 0.1 1.62
1.0 10.0 10.0 3.6 0.2 1.73
1.0 10.0 10.0 3.6 0.5 1.87
1.0 10.0 10.0 3.6 1.0 2.03
1.0 10.0 10.0 3.6 2.0 2.27
1.0 10.0 10.0 3.6 5.0 2.81
1.0 10.0 10.0 3.6 10.0 3.53
1.0 10.0 10.0 3.6 20.0 4.75
1.0 10.0 10.0 3.6 100.0 14.509999999999991
1.0 10.0 10.0 5.5 0.01 1.67
1.0 10.0 10.0 5.5 0.02 1.69
1.0 10.0 10.0 5.5 0.05 1.71
1.0 10.0 10.0 5.5 0.1 1.75
1.0 10.0 10.0 5.5 0.2 1.85
1.0 10.0 10.0 5.5 0.5 1.98
1.0 10.0 10.0 5.5 1.0 2.13
1.0 10.0 10.0 5.5 2.0 2.35
1.0 10.0 10.0 5.5 5.0 2.86
1.0 10.0 10.0 5.5 10.0 3.52
1.0 10.0 10.0 5.5 20.0 4.64
1.0 10.0 10.0 5.5 100.0 13.599999999999984
1.0 10.0 10.0 8.5 0.01 1.82
1.0 10.0 10.0 8.5 0.02 1.84
1.0 10.0 10.0 8.5 0.05 1.86
1.0 10.0 10.0 8.5 0.1 1.9
1.0 10.0 10.0 8.5 0.2 1.98
1.0 10.0 10.0 8.5 0.5 2.11
1.0 10.0 10.0 8.5 1.0 2.25
1.0 10.0 10.0 8.5 2.0 2.47
1.0 10.0 10.0 8.5 5.0 2.95
1.0 10.0 10.0 8.5 10.0 3.58
1.0 10.0 10.0 8.5 20.0 4.61
1.0 10.0 10.0 8.5 100.0 12.850000000000003
1.0 10.0 10.0 13.0 0.01 1.98
1.0 10.0 10.0 13.0 0.02 1.99
1.0 10.0 10.0 13.0 0.05 2.02
1.0 10.0 10.0 13.0 0.1 2.05
1.0 10.0 10.0 13.0 0.2 2.13
1.0 10.0 10.0 13.0 0.5 2.26
1.0 10.0 10.0 13.0 1.0 2.4
1.0 10.0 10.0 13.0 2.0 2.61
1.0 10.0 10.0 13.0 5.0 3.07
1.0 10.0 10.0 13.0 10.0 3.68
1.0 10.0 10.0 13.0 20.0 4.66
1.0 10.0 10.0 13.0 100.0 12.5
1.0 10.0 10.0 20.0 0.01 2.16
1.0 10.0 10.0 20.0 0.02 2.17
1.0 10.0 10.0 20.0 0.05 2.2
1.0 10.0 10.0 20.0 0.1 2.23
1.0 10.0 10.0 20.0 0.2 2.32
1.0 10.0 10.0 20.0 0.5 2.43
1.0 10.0 10.0 20.0 1.0 2.56
1.0 10.0 10.0 20.0 2.0 2.77
1.0 10.0 10.0 20.0 5.0 3.23
1.0 10.0 10.0 20.0 10.0 3.83
1.0 10.0 10.0 20.0 20.0 4.77
1.0 10.0 10.0 20.0 100.0 12.289999999999996
1.0 10.0 10.0 40.0 0.01 2.674285714285716
1.0 10.0 10.0 40.0 0.02 2.6842857142857146
1.0 10.0 10.0 40.0 0.05 2.7142857142857153
1.0 10.0 10.0 40.0 0.1 2.7442857142857147
1.0 10.0 10.0 40.0 0.2 2.862857142857141
1.0 10.0 10.0 40.0 0.5 2.9157142857142864
1.0 10.0 10.0 40.0 1.0 3.0171428571428587
1.0 10.0 10.0 40.0 2.0 3.227142857142857
1.0 10.0 10.0 40.0 5.0 3.6871428571428577
1.0 10.0 10.0 40.0 10.0 4.258571428571428
1.0 10.0 10.0 40.0 20.0 5.084285714285714
1.0 10.0 10.0 40.0 100.0 11.689999999999982
1.0 10.0 1000.0 1.0 0.01 1.76
1.0 10.0 1000.0 1.0 0.02 1.81
1.0 10.0 1000.0 1.0 0.05 1.88
1.0 10.0 1000.0 1.0 0.1 1.96
1.0 10.0 1000.0 1.0 0.2 2.01
1.0 10.0 1000.0 1.0 0.5 2.08
1.0 10.0 1000.0 1.0 1.0 2.18
1.0 10.0 1000.0 1.0 2.0 2.31
1.0 10.0 1000.0 1.0 5.0 2.7
1.0 10.0 1000.0 1.0 10.0 3.49
1.0 10.0 1000.0 1.0 20.0 4.88
1.0 10.0 1000.0 1.0 100.0 15.99999999999999
1.0 10.0 1000.0 1.5 0.01 1.77
1.0 10.0 1000.0 1.5 0.02 1.81
1.0 10.0 1000.0 1.5 0.05 1.88
1.0 10.0 1000.0 1.5 0.1 1.94
1.0 10.0 1000.0 1.5 0.2 1.99
1.0 10.0 1000.0 1.5 0.5 2.08
1.0 10.0 1000.0 1.5 1.0 2.17
1.0 10.0 1000.0 1.5 2.0 2.33
1.0 10.0 1000.0 1.5 5.0 2.91
1.0 10.0 1000.0 1.5 10.0 3.76
1.0 10.0 1000.0 1.5 20.0 5.36
1.0 10.0 1000.0 1.5 100.0 18.159999999999997
1.0 10.0 1000.0 2.4 0.01 1.82
1.0 10.0 1000.0 2.4 0.02 1.85
1.0 10.0 1000.0 2.4 0.05 1.9
1.0 10.0 1000.0 2.4 0.1 1.95
1.0 10.0 1000.0 2.4 0.2 2.0
1.0 10.0 1000.0 2.4 0.5 2.08
1.0 10.0 1000.0 2.4 1.0 2.22
1.0 10.0 1000.0 2.4 2.0 2.49
1.0 10.0 1000.0 2.4 5.0 3.1
1.0 10.0 1000.0 2.4 10.0 3.94
1.0 10.0 1000.0 2.4 20.0 5.55
1.0 10.0 1000.0 2.4 100.0 18.429999999999993
1.0 10.0 1000.0 3.6 0.01 1.87
1.0 10.0 1000.0 3.6 0.02 1.9
1.0 10.0 1000.0 3.6 0.05 1.94
1.0 10.0 1000.0 3.6 0.1 1.98
1.0 10.0 1000.0 3.6 0.2 2.03
1.0 10.0 1000.0 3.6 0.5 2.12
1.0 10.0 1000.0 3.6 1.0 2.3
1.0 10.0 1000.0 3.6 2.0 2.58
1.0 10.0 1000.0 3.6 5.0 3.2
1.0 10.0 1000.0 3.6 10.0 4.03
1.0 10.0 1000.0 3.6 20.0 5.54
1.0 10.0 1000.0 3.6 100.0 17.61999999999998
1.0 10.0 1000.0 5.5 0.01 1.95
1.0 10.0 1000.0 5.5 0.02 1.97
1.0 10.0 1000.0 5.5 0.05 2.01
1.0 10.0 1000.0 5.5 0.1 2.04
1.0 10.0 1000.0 5.5 0.2 2.1
1.0 10.0 1000.0 5.5 0.5 2.21
1.0 10.0 1000.0 5.5 1.0 2.38
1.0 10.0 1000.0 5.5 2.0 2.64
1.0 10.0 1000.0 5.5 5.0 3.26
1.0 10.0 1000.0 5.5 10.0 4.08
1.0 10.0 1000.0 5.5 20.0 5.49
1.0 10.0 1000.0 5.5 100.0 16.770000000000003
1.0 10.0 1000.0 8.5 0.01 2.05
1.0 10.0 1000.0 8.5 0.02 2.07
1.0 10.0 1000.0 8.5 0.05 2.1
1.0 10.0 1000.0 8.5 0.1 2.12
1.0 10.0 1000.0 8.5 0.2 2.19
1.0 10.0 1000.0 8.5 0.5 2.31
1.0 10.0 1000.0 8.5 1.0 2.48
1.0 10.0 1000.0 8.5 2.0 2.73
1.0 10.0 1000.0 8.5 5.0 3.31
1.0 10.0 1000.0 8.5 10.0 4.1
1.0 10.0 1000.0 8.5 20.0 5.44
1.0 10.0 1000.0 8.5 100.0 16.16
1.0 10.0 1000.0 13.0 0.01 2.17
1.0 10.0 1000.0 13.0 0.02 2.18
1.0 10.0 1000.0 13.0 0.05 2.21
1.0 10.0 1000.0 13.0 0.1 2.23
1.0 10.0 1000.0 13.0 0.2 2.34
1.0 10.0 1000.0 13.0 0.5 2.43
1.0 10.0 1000.0 13.0 1.0 2.59
1.0 10.0 1000.0 13.0 2.0 2.83
1.0 10.0 1000.0 13.0 5.0 3.38
1.0 10.0 1000.0 13.0 10.0 4.13
1.0 10.0 1000.0 13.0 20.0 5.4
1.0 10.0 1000.0 13.0 100.0 15.559999999999995
1.0 10.0 1000.0 20.0 0.01 2.31
1.0 10.0 1000.0 20.0 0.02 2.32
1.0 10.0 1000.0 20.0 0.05 2.34
1.0 10.0 1000.0 20.0 0.1 2.36
1.0 10.0 1000.0 20.0 0.2 2.47
1.0 10.0 1000.0 20.0 0.5 2.57
1.0 10.0 1000.0 20.0 1.0 2.72
1.0 10.0 1000.0 20.0 2.0 2.95
1.0 10.0 1000.0 20.0 5.0 3.49
1.0 10.0 1000.0 20.0 10.0 4.2
1.0 10.0 1000.0 20.0 20.0 5.38
1.0 10.0 1000.0 20.0 100.0 14.819999999999997
1.0 10.0 1000.0 40.0 0.01 2.71
1.0 10.0 1000.0 40.0 0.02 2.719999999999999
1.0 10.0 1000.0 40.0 0.05 2.71142857142857
1.0 10.0 1000.0 40.0 0.1 2.7314285714285704
1.0 10.0 1000.0 40.0 0.2 2.8414285714285734
1.0 10.0 1000.0 40.0 0.5 2.9699999999999993
1.0 10.0 1000.0 40.0 1.0 3.0914285714285725
1.0 10.0 1000.0 40.0 2.0 3.2928571428571427
1.0 10.0 1000.0 40.0 5.0 3.8042857142857134
1.0 10.0 1000.0 40.0 10.0 4.400000000000001
1.0 10.0 1000.0 40.0 20.0 5.322857142857142
1.0 10.0 1000.0 40.0 100.0 12.705714285714297
50.0 0.1 0.1 1.0 0.01 1.25
50.0 0.1 0.1 1.0 0.02 1.17
50.0 0.1 0.1 1.0 0.05 1.19
50.0 0.1 0.1 1.0 0.1 1.24
50.0 0.1 0.1 1.0 0.2 1.43
50.0 0.1 0.1 1.0 0.5 1.89
50.0 0.1 0.1 1.0 1.0 2.57
50.0 0.1 0.1 1.0 2.0 3.0
50.0 0.1 0.1 1.0 5.0 4.32
50.0 0.1 0.1 1.0 10.0 6.81
50.0 0.1 0.1 1.0 20.0 11.7
50.0 0.1 0.1 1.0 100.0 50.81999999999998
50.0 0.1 0.1 1.5 0.01 1.31
50.0 0.1 0.1 1.5 0.02 1.25
50.0 0.1 0.1 1.5 0.05 1.28
50.0 0.1 0.1 1.5 0.1 1.31
50.0 0.1 0.1 1.5 0.2 1.47
50.0 0.1 0.1 1.5 0.5 1.93
50.0 0.1 0.1 1.5 1.0 2.58
50.0 0.1 0.1 1.5 2.0 3.17
50.0 0.1 0.1 1.5 5.0 3.97
50.0 0.1 0.1 1.5 10.0 6.18
50.0 0.1 0.1 1.5 20.0 10.6
50.0 0.1 0.1 1.5 100.0 45.95999999999999
50.0 0.1 0.1 2.4 0.01 1.42
50.0 0.1 0.1 2.4 0.02 1.37
50.0 0.1 0.1 2.4 0.05 1.41
50.0 0.1 0.1 2.4 0.1 1.44
50.0 0.1 0.1 2.4 0.2 1.6
50.0 0.1 0.1 2.4 0.5 2.14
50.0 0.1 0.1 2.4 1.0 2.51
50.0 0.1 0.1 2.4 2.0 3.11
50.0 0.1 0.1 2.4 5.0 4.3
50.0 0.1 0.1 2.4 10.0 5.36
50.0 0.1 0.1 2.4 20.0 9.05
50.0 0.1 0.1 2.4 100.0 38.56999999999998
50.0 0.1 0.1 3.6 0.01 1.53
50.0 0.1 0.1 3.6 0.02 1.49
50.0 0.1 0.1 3.6 0.05 1.52
50.0 0.1 0.1 3.6 0.1 1.57
50.0 0.1 0.1 3.6 0.2 1.71
50.0 0.1 0.1 3.6 0.5 2.18
50.0 0.1 0.1 3.6 1.0 2.51
50.0 0.1 0.1 3.6 2.0 3.02
50.0 0.1 0.1 3.6 5.0 4.31
50.0 0.1 0.1 3.6 10.0 5.57
50.0 0.1 0.1 3.6 20.0 7.86
50.0 0.1 0.1 3.6 100.0 26.18
50.0 0.1 0.1 5.5 0.01 1.66
50.0 0.1 0.1 5.5 0.02 1.63
50.0 0.1 0.1 5.5 0.05 1.67
50.0 0.1 0.1 5.5 0.1 1.72
50.0 0.1 0.1 5.5 0.2 1.84
50.0 0.1 0.1 5.5 0.5 2.23
50.0 0.1 0.1 5.5 1.0 2.53
50.0 0.1 0.1 5.5 2.0 2.97
50.0 0.1 0.1 5.5 5.0 4.09
50.0 0.1 0.1 5.5 10.0 5.69
50.0 0.1 0.1 5.5 20.0 7.25
50.0 0.1 0.1 5.5 100.0 19.729999999999983
50.0 0.1 0.1 8.5 0.01 1.82
50.0 0.1 0.1 8.5 0.02 1.79
50.0 0.1 0.1 8.5 0.05 1.82
50.0 0.1 0.1 8.5 0.1 1.87
50.0 0.1 0.1 8.5 0.2 2.0
50.0 0.1 0.1 8.5 0.5 2.33
50.0 0.1 0.1 8.5 1.0 2.57
50.0 0.1 0.1 8.5 2.0 2.95
50.0 0.1 0.1 8.5 5.0 3.9
50.0 0.1 0.1 8.5 10.0 5.29
50.0 0.1 0.1 8.5 20.0 7.73
50.0 0.1 0.1 8.5 100.0 27.249999999999993
50.0 0.1 0.1 13.0 0.01 1.97
50.0 0.1 0.1 13.0 0.02 1.96
50.0 0.1 0.1 13.0 0.05 1.99
50.0 0.1 0.1 13.0 0.1 2.04
50.0 0.1 0.1 13.0 0.2 2.16
50.0 0.1 0.1 13.0 0.5 2.45
50.0 0.1 0.1 13.0 1.0 2.67
50.0 0.1 0.1 13.0 2.0 3.0
50.0 0.1 0.1 13.0 5.0 3.81
50.0 0.1 0.1 13.0 10.0 4.99
50.0 0.1 0.1 13.0 20.0 7.25
50.0 0.1 0.1 13.0 100.0 25.329999999999984
50.0 0.1 0.1 20.0 0.01 2.15
50.0 0.1 0.1 20.0 0.02 2.14
50.0 0.1 0.1 20.0 0.05 2.17
50.0 0.1 0.1 20.0 0.1 2.23
50.0 0.1 0.1 20.0 0.2 2.33
50.0 0.1 0.1 20.0 0.5 2.58
50.0 0.1 0.1 20.0 1.0 2.79
50.0 0.1 0.1 20.0 2.0 3.1
50.0 0.1 0.1 20.0 5.0 3.82
50.0 0.1 0.1 20.0 10.0 4.82
50.0 0.1 0.1 20.0 20.0 6.68
50.0 0.1 0.1 20.0 100.0 21.559999999999985
50.0 0.1 0.1 40.0 0.01 2.664285714285715
50.0 0.1 0.1 40.0 0.02 2.6542857142857157
