# %ECSV 1.0
# ---
# datatype:
# - {name: ST, datatype: string}
# - {name: WMF, datatype: float64}
# - {name: T_eq, datatype: float64}
# - {name: M_p, datatype: float64}
# - {name: Age, datatype: float64}
# - {name: R_b, datatype: float64}
# - {name: R_20mbar, datatype: float64}
# - {name: R_1mibar, datatype: float64}
# - {name: T_b, datatype: float64}
# - {name: T_int, datatype: float64}
# - {name: s_env, datatype: float64}
# - {name: I/MR^2, datatype: float64}
# - {name: L_env, datatype: float64}
# - {name: L_rad, datatype: float64}
# - {name: L_core, datatype: float64}
# - {name: L_grav, datatype: float64}
# - {name: u_tot, datatype: float64}
# meta: !!omap
# - comments: [Evolutionary tracks from the Steam Worlds Evolution Extended in Temperature model (Aguichine+2025), '', 'Model summary:',
#     'Earth-like core (32.5% iron-sulfur alloy, 67.5% mantle with Earth-like Fe/Si ratio)', Pure H2O envelope and pure H2O atmosphere
#       connected at P_b = 1000 bar, '', 'Parameters:', 'ST: Stellar Type (M or G), for radiative transfer in the atmosphere', 'WMF: Water
#       Mass Fraction, between 0.001 and 1', 'T_eq: Equilibrium temperature (K), between 500 K and 700 K', 'M_p: Planet mass (M_e), between
#       0.2 M_E and 20.0 M_E', 'Age: Host star age (Gyr), between 0.001 Gyr and 20 Gyr, assuming the planet formed at t_0 = 1 Myr (can
#       be adjusted)', '', 'Model outputs:', 'R_b: Planet radius (R_E) at 1000 bar', 'R_20mbar : Planet radius (R_E) at 20 mbar, pressure
#       level where pure steam is opaque at 1 micron', 'R_1mibar : Planet radius (R_E) at 1 microbar (0.1 Pa), pressure level of aerosols/haze
#       formation', 'T_b: Temperature (K) at 1000 bar)', 'T_int: Intrinsic temperature (K), nominal values are between 10 K and 400 K',
#     's_env: Specific entropy of H2O in the envelope (in J/K/kg)', 'I/MR^2: Normalized moment of inertia', '', 'Sources of energy for
#       the cooling, expressed as luminosities (in W):', 'L_env: energy from the H2O envelope (thermal + gravitational)', 'L_rad: radiogenic
#       heat produced in the core', 'L_core: thermal energy of the core', 'L_grav: gravitational energy of the core', 'u_tot: total energy
#       of the planet, obtained by fully integrating thermal (cp*T*dm) and gravitational energy', '', '', 'By construction:', L_env +
#       L_rad + L_core + L_grav = L_int = (4 * Pi * R_p**2) * (sigma_SB * T_int**4), d u_tot / d t = -L_int + L_rad, '', 'NB: The last
#       line of each track represents an estimate of the time until "full exhaustion".', '########################################################################################################',
#     ST    WMF    T_eq          M_p       Age       R_b  R_20mbar  R_1mibar       T_b     T_int           s_env          I/MR^2        L_env         L_rad        L_core        L_grav        u_tot]
# schema: astropy-2.0
ST WMF T_eq M_p Age R_b R_20mbar R_1mibar T_b T_int s_env I/MR^2 L_env L_rad L_core L_grav u_tot
G 0.5 400.0 1.09111896 0.1 1.50734 1.70196 1.75782 2168.26 96.4 11728.844 0.23290446 5214800000000000.0 139650000000000.0 370053000000000.0 41680300000000.0 -1.80679e+32
G 0.5 400.0 1.09111896 0.2 1.4937 1.67784 1.73256 2022.95 79.57 11445.858 0.23465323 2313990000000000.0 132400000000000.0 164206000000000.0 18495000000000.0 -1.83977e+32
G 0.5 400.0 1.09111896 0.5 1.47839 1.65169 1.70513 1854.12 61.86 11098.173 0.23661147 768285000000000.0 112909000000000.0 54519100000000.0 6140670000000.0 -1.8768e+32
G 0.5 400.0 1.09111896 1.0 1.46845 1.63566 1.68826 1747.51 51.47 10866.93 0.2378883 333234000000000.0 86589500000000.0 23647000000000.0 2663440000000.0 -1.90084e+32
G 0.5 400.0 1.09111896 2.0 1.45979 1.6225 1.6744 1656.27 42.76 10660.955 0.23899589 147832000000000.0 50991000000000.0 10490500000000.0 1181580000000.0 -1.92175e+32
G 0.5 400.0 1.09111896 5.0 1.44981 1.60832 1.65957 1552.0 31.83 10415.248 0.24027351 49911200000000.0 10446000000000.0 3541800000000.0 398925000000.0 -1.94588e+32
G 0.5 400.0 1.09111896 10.0 1.44427 1.60072 1.65159 1494.84 22.75 10275.274 0.2409797 15311200000000.0 804527000000.0 1086520000000.0 122378000000.0 -1.95927e+32
G 0.5 400.0 1.09111896 20.0 1.44189 1.59745 1.64816 1467.33 12.6 10206.422 0.24128256 2200020000000.0 13031600000.0 156118000000.0 17584100000.0 -1.96504e+32
G 0.5 400.0 1.39038559 0.001 2.02101 2.76231 2.94027 6563.86 871.55 16520.0 0.17933 0.0 0.0 0.0 0.0 -1.41287e+32
G 0.5 400.0 1.39038559 0.0015 1.79505 2.16124 2.24432 4341.13 496.2 14724.521 0.20934 5.31065e+18 187550000000000.0 3.57409e+17 3.94952e+16 -2.1811e+32
G 0.5 400.0 1.39038559 0.002 1.74385 2.04901 2.1186 3857.62 419.79 14210.72 0.21614 2.56772e+18 187501000000000.0 1.72808e+17 1.90961e+16 -2.35515e+32
G 0.5 400.0 1.39038559 0.003 1.70042 1.95785 2.01872 3392.61 323.09 13649.821 0.2219075 8.60998e+17 187400000000000.0 5.79455e+16 6403240000000000.0 -2.5028e+32
G 0.5 400.0 1.39038559 0.005 1.67155 1.90039 1.95646 3086.36 254.11 13236.274 0.22574 3.18813e+17 187200000000000.0 2.14562e+16 2371010000000000.0 -2.60095e+32
G 0.5 400.0 1.39038559 0.01 1.64557 1.85166 1.90392 2830.12 197.67 12858.917 0.22919682 1.12593e+17 186701000000000.0 7577520000000000.0 837350000000000.0 -2.68927e+32
G 0.5 400.0 1.39038559 0.02 1.62501 1.81776 1.8686 2591.69 161.24 12479.304 0.2319224 4.85774e+16 185708000000000.0 3269280000000000.0 361270000000000.0 -2.7592e+32
G 0.5 400.0 1.39038559 0.03 1.61429 1.80047 1.85056 2474.29 143.23 12281.506 0.23334962 2.98184e+16 184722000000000.0 2006790000000000.0 221759000000000.0 -2.79563e+32
G 0.5 400.0 1.39038559 0.05 1.602 1.78092 1.83017 2345.01 123.35 12054.807 0.23497606 1.60979e+16 182767000000000.0 1083400000000000.0 119720000000000.0 -2.83739e+32
G 0.5 400.0 1.39038559 0.1 1.58715 1.75616 1.80445 2180.26 101.32 11751.58 0.23695311 7094590000000000.0 177955000000000.0 477469000000000.0 52762500000000.0 -2.88791e+32
G 0.5 400.0 1.39038559 0.2 1.57418 1.73466 1.78214 2032.41 83.48 11464.722 0.23867802 3136030000000000.0 168743000000000.0 211056000000000.0 23322600000000.0 -2.93199e+32
G 0.5 400.0 1.39038559 0.5 1.55944 1.71102 1.75758 1860.16 64.57 11110.984 0.24063636 1023760000000000.0 143850000000000.0 68899500000000.0 7613700000000.0 -2.98211e+32
G 0.5 400.0 1.39038559 1.0 1.55007 1.69683 1.74279 1755.03 53.85 10883.563 0.24187656 451376000000000.0 110359000000000.0 30377800000000.0 3356880000000.0 -3.01397e+32
G 0.5 400.0 1.39038559 2.0 1.54175 1.68476 1.73021 1664.01 44.71 10678.748 0.24298588 200726000000000.0 64969800000000.0 13509000000000.0 1492800000000.0 -3.04225e+32
G 0.5 400.0 1.39038559 5.0 1.53229 1.67151 1.71636 1557.29 32.88 10428.023 0.24424225 63890300000000.0 13312000000000.0 4299840000000.0 475152000000.0 -3.0744e+32
G 0.5 400.0 1.39038559 10.0 1.52728 1.66471 1.70924 1500.49 23.3 10289.302 0.24490152 19034500000000.0 1031960000000.0 1281030000000.0 141560000000.0 -3.09143e+32
G 0.5 400.0 1.39038559 20.0 1.52498 1.66166 1.70603 1476.2 14.06 10228.751 0.24520778 3903080000000.0 17200900000.0 262679000000.0 29027200000.0 -3.09926e+32
G 0.5 400.0 1.77173358 0.001 2.07453 2.68657 2.83498 6563.86 914.89 16520.0 0.18656 0.0 0.0 0.0 0.0 -2.65407e+32
G 0.5 400.0 1.77173358 0.0015 1.87331 2.18949 2.26123 4400.54 515.84 14783.567 0.21362 6.7682e+18 238991000000000.0 4.43388e+17 4.75623e+16 -3.61661e+32
G 0.5 400.0 1.77173358 0.002 1.82589 2.09138 2.15199 3908.39 436.8 14267.705 0.220005 3.30636e+18 238926000000000.0 2.16601e+17 2.32349e+16 -3.84347e+32
G 0.5 400.0 1.77173358 0.003 1.78316 2.008 2.06079 3446.15 345.82 13718.275 0.22575 1.24442e+18 238799000000000.0 8.15225e+16 8744950000000000.0 -4.04785e+32
G 0.5 400.0 1.77173358 0.005 1.75402 1.95366 2.00239 3111.76 270.03 13272.077 0.229668 4.48195e+17 238545000000000.0 2.93615e+16 3149610000000000.0 -4.18722e+32
G 0.5 400.0 1.77173358 0.01 1.7282 1.90779 1.95323 2841.66 208.98 12876.58 0.23314407 1.56314e+17 237912000000000.0 1.02402e+16 1098470000000000.0 -4.31076e+32
G 0.5 400.0 1.77173358 0.02 1.70838 1.87539 1.91931 2606.73 169.46 12504.113 0.23581 6.56356e+16 236643000000000.0 4299820000000000.0 461243000000000.0 -4.40559e+32
G 0.5 400.0 1.77173358 0.03 1.69807 1.85909 1.90233 2485.88 150.49 12301.364 0.23719714 4.02855e+16 235385000000000.0 2639120000000000.0 283099000000000.0 -4.45492e+32
G 0.5 400.0 1.77173358 0.05 1.68625 1.84068 1.88315 2352.98 129.57 12069.06 0.23878928 2.17648e+16 232893000000000.0 1425820000000000.0 152948000000000.0 -4.51143e+32
G 0.5 400.0 1.77173358 0.1 1.67206 1.81809 1.85968 2189.97 106.22 11769.922 0.24069985 9538900000000000.0 226763000000000.0 624898000000000.0 67033000000000.0 -4.57934e+32
G 0.5 400.0 1.77173358 0.2 1.65954 1.79808 1.83894 2040.56 87.37 11480.904 0.24237933 4198120000000000.0 215003000000000.0 275021000000000.0 29501600000000.0 -4.63917e+32
G 0.5 400.0 1.77173358 0.5 1.64543 1.77673 1.81693 1867.83 67.56 11127.218 0.2442788 1376150000000000.0 183280000000000.0 90152100000000.0 9670640000000.0 -4.70671e+32
G 0.5 400.0 1.77173358 1.0 1.63651 1.76395 1.80373 1762.03 56.3 10898.999 0.24548158 607916000000000.0 140686000000000.0 39824900000000.0 4272030000000.0 -4.74936e+32
G 0.5 400.0 1.77173358 2.0 1.62843 1.75286 1.79225 1670.67 46.71 10694.018 0.24656349 270620000000000.0 82689500000000.0 17728500000000.0 1901740000000.0 -4.78804e+32
G 0.5 400.0 1.77173358 5.0 1.61952 1.74097 1.77995 1563.86 34.21 10443.815 0.24776663 84351300000000.0 17016900000000.0 5525890000000.0 592764000000.0 -4.83065e+32
G 0.5 400.0 1.77173358 10.0 1.61476 1.7348 1.77356 1506.81 24.04 10304.913 0.24840575 24393500000000.0 1319030000000.0 1598030000000.0 171421000000.0 -4.85343e+32
G 0.5 400.0 1.77173358 20.0 1.6127 1.73219 1.77084 1483.81 14.79 10247.805 0.24868617 5885440000000.0 29408800000.0 385558000000.0 41358900000.0 -4.8633e+32
G 0.5 400.0 2.25767578 0.001 2.13801 2.65716 2.78459 6563.86 964.6 16520.0 0.19383 0.0 0.0 0.0 0.0 -4.69416e+32
G 0.5 400.0 2.25767578 0.0015 1.95561 2.23177 2.29446 4430.64 537.28 14813.179 0.21826 8.69161e+18 304540000000000.0 5.59966e+17 5.97967e+16 -5.91935e+32
G 0.5 400.0 2.25767578 0.002 1.9123 2.14381 2.19671 3940.57 453.29 14303.435 0.22406 4.21233e+18 304458000000000.0 2.71383e+17 2.89801e+16 -6.21028e+32
G 0.5 400.0 2.25767578 0.003 1.87186 2.06674 2.1122 3494.38 367.05 13779.029 0.22948 1.74157e+18 304295000000000.0 1.12203e+17 1.19817e+16 -6.48191e+32
G 0.5 400.0 2.25767578 0.005 1.84279 2.01581 2.05788 3137.34 285.7 13307.83 0.23337222 6.20264e+17 303972000000000.0 3.99611e+16 4267310000000000.0 -6.67717e+32
G 0.5 400.0 2.25767578 0.01 1.81717 1.97297 2.01235 2852.13 220.89 12892.528 0.236808 2.15826e+17 303163000000000.0 1.39048e+16 1484850000000000.0 -6.84927e+32
G 0.5 400.0 2.25767578 0.02 1.79781 1.94262 1.98059 2623.1 178.05 12530.987 0.23939833 8.86766e+16 301547000000000.0 5713080000000000.0 610079000000000.0 -6.97928e+32
G 0.5 400.0 2.25767578 0.03 1.78781 1.92766 1.96512 2499.03 158.12 12323.813 0.24073135 5.44753e+16 299944000000000.0 3509620000000000.0 374780000000000.0 -7.0464e+32
G 0.5 400.0 2.25767578 0.05 1.77635 1.91072 1.94761 2362.55 136.13 12086.123 0.24226861 2.94641e+16 296767000000000.0 1898250000000000.0 202708000000000.0 -7.12342e+32
G 0.5 400.0 2.25767578 0.1 1.76256 1.89037 1.92659 2204.11 111.85 11796.507 0.244118 1.30726e+16 288973000000000.0 842213000000000.0 89936900000000.0 -7.21603e+32
G 0.5 400.0 2.25767578 0.2 1.75047 1.87192 1.9076 2048.94 91.39 11497.523 0.24573554 5612410000000000.0 273977000000000.0 361585000000000.0 38612300000000.0 -7.29727e+32
G 0.5 400.0 2.25767578 0.5 1.73684 1.85193 1.88701 1879.92 71.14 11152.718 0.24756153 1905680000000000.0 233609000000000.0 122775000000000.0 13110700000000.0 -7.38886e+32
G 0.5 400.0 2.25767578 1.0 1.72809 1.83959 1.87428 1768.25 58.72 10912.696 0.24873626 809312000000000.0 179261000000000.0 52140700000000.0 5567920000000.0 -7.44759e+32
G 0.5 400.0 2.25767578 2.0 1.72034 1.82918 1.86353 1678.04 48.87 10710.833 0.24977497 367698000000000.0 105252000000000.0 23689300000000.0 2529690000000.0 -7.49965e+32
G 0.5 400.0 2.25767578 5.0 1.71193 1.81812 1.85209 1568.48 35.34 10454.876 0.25090098 107799000000000.0 21691200000000.0 6945060000000.0 741638000000.0 -7.55615e+32
G 0.5 400.0 2.25767578 10.0 1.70748 1.81248 1.84626 1515.86 25.55 10327.224 0.25149767 35319100000000.0 1755710000000.0 2275470000000.0 242989000000.0 -7.58604e+32
G 0.5 400.0 2.25767578 20.0 1.70519 1.80964 1.84332 1491.42 15.41 10266.766 0.25180266 7804890000000.0 20679000000.0 502837000000.0 53696200000.0 -7.60141e+32
G 0.5 400.0 2.87689978 0.001 2.21094 2.65075 2.75905 6563.86 1003.34 16520.0 0.20082 0.0 0.0 0.0 0.0 -7.98897e+32
G 0.5 400.0 2.87689978 0.0015 2.0434 2.28352 2.33805 4461.01 560.24 14842.849 0.22289 1.12311e+19 388068000000000.0 7.1648e+17 7.49227e+16 -9.56898e+32
G 0.5 400.0 2.87689978 0.002 2.00326 2.20546 2.25167 3966.58 469.44 14332.085 0.22818 5.32352e+18 387963000000000.0 3.3961e+17 3.55132e+16 -9.94753e+32
G 0.5 400.0 2.87689978 0.003 1.966 2.13751 2.17715 3545.38 388.49 13842.359 0.2330925 2.41145e+18 387756000000000.0 1.53836e+17 1.60867e+16 -1.02989e+33
G 0.5 400.0 2.87689978 0.005 1.937 2.08812 2.12467 3166.2 301.82 13347.834 0.23691111 8.53698e+17 387342000000000.0 5.44609e+16 5695010000000000.0 -1.05723e+33
G 0.5 400.0 2.87689978 0.01 1.91158 2.04682 2.08092 2866.4 233.48 12914.215 0.240262 2.98077e+17 386313000000000.0 1.90156e+16 1988470000000000.0 -1.08121e+33
G 0.5 400.0 2.87689978 0.02 1.89246 2.01725 2.04987 2640.93 187.14 12560.082 0.24278289 1.19994e+17 384251000000000.0 7654900000000000.0 800476000000000.0 -1.09924e+33
G 0.5 400.0 2.87689978 0.03 1.88274 2.00311 2.0353 2512.48 166.02 12346.667 0.2440628 7.34938e+16 382208000000000.0 4688470000000000.0 490276000000000.0 -1.10841e+33
G 0.5 400.0 2.87689978 0.05 1.87162 1.98741 2.01918 2371.74 142.82 12102.46 0.24553052 3.96656e+16 378161000000000.0 2530430000000000.0 264609000000000.0 -1.1189e+33
G 0.5 400.0 2.87689978 0.1 1.85832 1.96881 2.00008 2209.88 116.62 11807.343 0.24727776 1.71882e+16 368218000000000.0 1096510000000000.0 114662000000000.0 -1.13144e+33
G 0.5 400.0 2.87689978 0.2 1.84663 1.95206 1.98294 2060.47 96.09 11520.294 0.24881689 7658040000000000.0 349141000000000.0 488538000000000.0 51086700000000.0 -1.14247e+33
G 0.5 400.0 2.87689978 0.5 1.8334 1.93349 1.96393 1884.24 74.06 11161.795 0.25056274 2501450000000000.0 297659000000000.0 159578000000000.0 16687100000000.0 -1.15494e+33
G 0.5 400.0 2.87689978 1.0 1.82498 1.92218 1.95233 1775.44 61.41 10928.47 0.25166969 1091250000000000.0 228285000000000.0 69615500000000.0 7279730000000.0 -1.16288e+33
G 0.5 400.0 2.87689978 2.0 1.81771 1.91271 1.94263 1680.6 50.61 10716.651 0.25262784 472906000000000.0 134418000000000.0 30168600000000.0 3154750000000.0 -1.16974e+33
G 0.5 400.0 2.87689978 5.0 1.80952 1.90243 1.93208 1576.42 37.2 10473.877 0.25370839 150542000000000.0 27584000000000.0 9603680000000.0 1004260000000.0 -1.17746e+33
G 0.5 400.0 2.87689978 10.0 1.80522 1.89716 1.92666 1520.45 26.26 10338.49 0.25427318 44664300000000.0 2185110000000.0 2849320000000.0 297955000000.0 -1.18152e+33
G 0.5 400.0 2.87689978 20.0 1.80336 1.8949 1.92435 1496.46 14.51 10279.289 0.2545161 8412390000000.0 28852300000.0 536661000000.0 56118900000.0 -1.18327e+33
G 0.5 400.0 3.66596142 0.001 2.29324 2.66565 2.7575 6563.86 1039.65 16520.0 0.20731 0.0 0.0 0.0 0.0 -1.32439e+33
G 0.5 400.0 3.66596142 0.0015 2.13832 2.34659 2.39389 4491.66 583.11 14872.58 0.22724 1.4428e+19 494504000000000.0 9.13399e+17 1.11463e+17 -1.53045e+33
G 0.5 400.0 3.66596142 0.002 2.10167 2.27819 2.31853 4006.03 489.23 14375.167 0.23195 6.90919e+18 494373000000000.0 4.37402e+17 5.33768e+16 -1.5792e+33
G 0.5 400.0 3.66596142 0.003 2.06651 2.21672 2.2513 3590.72 407.61 13897.868 0.2364775 3.22034e+18 494108000000000.0 2.03871e+17 2.48787e+16 -1.62598e+33
G 0.5 400.0 3.66596142 0.005 2.03758 2.16975 2.20157 3198.94 318.87 13392.796 0.2401975 1.17569e+18 493579000000000.0 7.44299e+16 9082790000000000.0 -1.66446e+33
G 0.5 400.0 3.66596142 0.01 2.01234 2.13073 2.16051 2882.68 246.33 12938.823 0.24344957 4.08906e+17 492268000000000.0 2.58867e+16 3158990000000000.0 -1.69803e+33
G 0.5 400.0 3.66596142 0.02 1.99343 2.10253 2.13094 2660.4 196.63 12591.678 0.245878 1.6215e+17 489641000000000.0 1.02653e+16 1252680000000000.0 -1.72319e+33
G 0.5 400.0 3.66596142 0.03 1.98391 2.0892 2.11727 2528.63 174.48 12373.986 0.24710817 9.94913e+16 487038000000000.0 6298520000000000.0 768617000000000.0 -1.73584e+33
G 0.5 400.0 3.66596142 0.05 1.973 2.07411 2.10179 2384.07 150.13 12124.311 0.24850432 5.38104e+16 481876000000000.0 3406590000000000.0 415711000000000.0 -1.75035e+33
G 0.5 400.0 3.66596142 0.1 1.95995 2.05631 2.08352 2219.59 122.36 11825.497 0.2501888 2.32391e+16 469231000000000.0 1471200000000000.0 179533000000000.0 -1.76772e+33
G 0.5 400.0 3.66596142 0.2 1.94855 2.04054 2.06737 2073.01 101.07 11544.943 0.25165871 1.0465e+16 444915000000000.0 662510000000000.0 80847000000000.0 -1.78288e+33
G 0.5 400.0 3.66596142 0.5 1.93573 2.02296 2.04939 1894.81 77.81 11183.953 0.25330484 3418110000000000.0 379240000000000.0 216391000000000.0 26406500000000.0 -1.79994e+33
G 0.5 400.0 3.66596142 1.0 1.92747 2.01206 2.03824 1781.85 64.15 10942.486 0.25436564 1459730000000000.0 290792000000000.0 92411500000000.0 11277100000000.0 -1.81092e+33
G 0.5 400.0 3.66596142 2.0 1.92045 2.00308 2.02904 1686.79 52.83 10730.736 0.25526976 632863000000000.0 171308000000000.0 40064800000000.0 4889160000000.0 -1.82025e+33
G 0.5 400.0 3.66596142 5.0 1.91262 1.99338 2.01909 1581.65 38.97 10486.329 0.25627361 204547000000000.0 35412000000000.0 12949300000000.0 1580220000000.0 -1.83067e+33
G 0.5 400.0 3.66596142 10.0 1.90822 1.9881 2.01368 1527.26 28.08 10355.158 0.25684561 66011600000000.0 2548650000000.0 4179010000000.0 509971000000.0 -1.83653e+33
G 0.5 400.0 3.66596142 20.0 1.90669 1.98625 2.01177 1502.32 15.14 10293.814 0.25703753 11336400000000.0 75047500000.0 717674000000.0 87578800000.0 -1.83856e+33
G 0.5 400.0 4.67144294 0.001 2.38353 2.69923 2.77738 6563.86 1078.86 16520.0 0.21336 0.0 0.0 0.0 0.0 -2.16082e+33
G 0.5 400.0 4.67144294 0.0015 2.24128 2.42479 2.46657 4522.57 608.69 14902.37 0.23111 1.8855e+19 630136000000000.0 1.18934e+18 1.52041e+17 -2.42705e+33
G 0.5 400.0 4.67144294 0.002 2.2062 2.36161 2.39716 4039.3 509.52 14411.17 0.235485 8.95761e+18 629967000000000.0 5.6503e+17 7.22316e+16 -2.49271e+33
G 0.5 400.0 4.67144294 0.003 2.17313 2.30503 2.33548 3625.23 424.31 13939.645 0.23961 4.18211e+18 629630000000000.0 2.638e+17 3.37234e+16 -2.5546e+33
G 0.5 400.0 4.67144294 0.005 2.14442 2.25928 2.28681 3235.99 337.07 13443.137 0.2432 1.62493e+18 628957000000000.0 1.02497e+17 1.31029e+16 -2.60834e+33
G 0.5 400.0 4.67144294 0.01 2.11919 2.22193 2.24772 2900.67 259.62 12965.867 0.24634174 5.59136e+17 627282000000000.0 3.52693e+16 4508720000000000.0 -2.65555e+33
G 0.5 400.0 4.67144294 0.02 2.10044 2.19506 2.21967 2672.35 206.86 12610.962 0.24868833 2.21534e+17 623955000000000.0 1.3974e+16 1786390000000000.0 -2.69066e+33
G 0.5 400.0 4.67144294 0.03 2.09111 2.18235 2.20663 2544.6 183.15 12400.869 0.24984972 1.34197e+17 620618000000000.0 8464870000000000.0 1082120000000000.0 -2.70811e+33
G 0.5 400.0 4.67144294 0.05 2.08042 2.16814 2.19211 2396.09 157.59 12145.524 0.25118202 7.26332e+16 614038000000000.0 4581570000000000.0 585693000000000.0 -2.72811e+33
G 0.5 400.0 4.67144294 0.1 2.06761 2.15132 2.17494 2227.16 128.44 11839.612 0.25277726 3.14129e+16 597921000000000.0 1981470000000000.0 253305000000000.0 -2.75208e+33
G 0.5 400.0 4.67144294 0.2 2.05649 2.13662 2.15996 2078.36 105.32 11555.441 0.25417183 1.3754e+16 566836000000000.0 867578000000000.0 110908000000000.0 -2.7729e+33
G 0.5 400.0 4.67144294 0.5 2.0438 2.12006 2.1431 1905.59 81.77 11206.468 0.25575433 4682190000000000.0 483286000000000.0 295344000000000.0 37755900000000.0 -2.79665e+33
G 0.5 400.0 4.67144294 1.0 2.03547 2.10952 2.13237 1794.23 67.7 10969.461 0.25679008 2048910000000000.0 370334000000000.0 129241000000000.0 16521800000000.0 -2.81224e+33
G 0.5 400.0 4.67144294 2.0 2.02851 2.10085 2.12353 1691.63 54.93 10741.707 0.2576589 830564000000000.0 217995000000000.0 52390500000000.0 6697430000000.0 -2.82528e+33
G 0.5 400.0 4.67144294 5.0 2.02113 2.09196 2.11447 1587.15 40.61 10499.388 0.25858113 267736000000000.0 44880800000000.0 16888300000000.0 2158950000000.0 -2.83908e+33
G 0.5 400.0 4.67144294 10.0 2.01715 2.08729 2.10971 1532.52 29.19 10367.998 0.2590746 84631700000000.0 3481910000000.0 5338410000000.0 682446000000.0 -2.84653e+33
G 0.5 400.0 4.67144294 20.0 2.01551 2.08536 2.10774 1505.32 10.0 10301.243 0.25928 5711.28 26454000000.0 360.257 46.0541 -2.8496e+33
G 0.5 400.0 5.95270288 0.001 2.48413 2.75722 2.82489 6563.86 1119.53 16520.0 0.21889 0.0 0.0 0.0 0.0 -3.48103e+33
G 0.5 400.0 5.95270288 0.0015 2.3505 2.51046 2.54717 4538.14 635.04 14917.287 0.23487 2.4562e+19 802967000000000.0 1.5457e+18 2.07933e+17 -3.83088e+33
G 0.5 400.0 5.95270288 0.002 2.3169 2.45367 2.48496 4072.93 531.53 14447.259 0.23889 1.16983e+19 802752000000000.0 7.36177e+17 9.90333e+16 -3.91884e+33
G 0.5 400.0 5.95270288 0.003 2.28553 2.40209 2.42904 3654.91 441.6 13975.254 0.242642 5.42692e+18 802322000000000.0 3.41519e+17 4.59423e+16 -4.00095e+33
G 0.5 400.0 5.95270288 0.005 2.25732 2.35868 2.38282 3274.87 356.07 13495.357 0.24602 2.24056e+18 801461000000000.0 1.41e+17 1.89678e+16 -4.07482e+33
G 0.5 400.0 5.95270288 0.01 2.23194 2.32214 2.34469 2924.74 274.43 13001.809 0.24904909 7.73725e+17 799330000000000.0 4.86909e+16 6550080000000000.0 -4.14128e+33
G 0.5 400.0 5.95270288 0.02 2.21296 2.29565 2.31712 2686.0 218.74 12632.913 0.25132057 3.07189e+17 795087000000000.0 1.93316e+16 2600550000000000.0 -4.19096e+33
G 0.5 400.0 5.95270288 0.03 2.20357 2.2829 2.30393 2565.04 192.87 12435.053 0.25244463 1.83165e+17 790830000000000.0 1.15267e+16 1550610000000000.0 -4.21553e+33
G 0.5 400.0 5.95270288 0.05 2.19299 2.26906 2.28982 2409.08 165.44 12168.351 0.25371484 9.80067e+16 782445000000000.0 6167610000000000.0 829689000000000.0 -4.24324e+33
G 0.5 400.0 5.95270288 0.1 2.18044 2.25286 2.27329 2233.72 134.53 11851.821 0.25521545 4.20506e+16 761898000000000.0 2646270000000000.0 355985000000000.0 -4.27612e+33
G 0.5 400.0 5.95270288 0.2 2.16968 2.23898 2.25914 2084.17 109.78 11566.816 0.25650267 1.80932e+16 722374000000000.0 1138610000000000.0 153170000000000.0 -4.30426e+33
G 0.5 400.0 5.95270288 0.5 2.15735 2.22326 2.24315 1911.88 85.41 11219.552 0.25797602 6228090000000000.0 615833000000000.0 391937000000000.0 52724800000000.0 -4.33656e+33
G 0.5 400.0 5.95270288 1.0 2.14943 2.21343 2.23317 1794.86 69.98 10970.835 0.25892507 2607410000000000.0 472154000000000.0 164086000000000.0 22073400000000.0 -4.35727e+33
G 0.5 400.0 5.95270288 2.0 2.14259 2.2053 2.22492 1702.23 57.99 10765.705 0.25973968 1173590000000000.0 277865000000000.0 73854500000000.0 9935180000000.0 -4.37519e+33
G 0.5 400.0 5.95270288 5.0 2.13507 2.1965 2.21599 1593.0 42.19 10513.27 0.2606383 350243000000000.0 57114900000000.0 22041000000000.0 2965030000000.0 -4.39489e+33
G 0.5 400.0 5.95270288 10.0 2.13131 2.1922 2.21162 1537.78 30.19 10380.809 0.26108523 106099000000000.0 4465370000000.0 6676850000000.0 898195000000.0 -4.40471e+33
G 0.5 400.0 5.95270288 20.0 2.12965 2.19031 2.20971 1514.43 14.71 10323.71 0.26128894 14987300000000.0 33878000000.0 943160000000.0 126877000000.0 -4.40906e+33
G 0.5 400.0 7.58538038 0.001 2.59139 2.82683 2.88545 6563.86 1163.44 16520.0 0.22397 0.0 0.0 0.0 0.0 -5.55796e+33
G 0.5 400.0 7.58538038 0.0015 2.46602 2.60546 2.63772 4553.77 662.77 14932.219 0.23833 3.20867e+19 1023200000000000.0 2.01874e+18 2.58081e+17 -6.01941e+33
G 0.5 400.0 7.58538038 0.002 2.43375 2.55333 2.58067 4106.95 555.42 14483.443 0.242025 1.53981e+19 1022930000000000.0 9.68775e+17 1.23851e+17 -6.13817e+33
G 0.5 400.0 7.58538038 0.003 2.40383 2.50608 2.52973 3686.7 460.97 14013.058 0.24545 7.13065e+18 1022380000000000.0 4.48625e+17 5.73535e+16 -6.24833e+33
G 0.5 400.0 7.58538038 0.005 2.37632 2.46494 2.48589 3315.65 376.08 13549.473 0.2486 3.09048e+18 1021280000000000.0 1.94438e+17 2.48574e+16 -6.34955e+33
G 0.5 400.0 7.58538038 0.01 2.35111 2.42984 2.44946 2943.4 288.27 13029.488 0.25148905 1.04543e+18 1018560000000000.0 6.57731e+16 8408610000000000.0 -6.44236e+33
